
-2.697000E+00,,,1
-2.694500E+00,+1.876256E+00,+1.793668E+00,0
-2.692000E+00,+2.039573E+00,+2.051206E+00,0
-2.689500E+00,+2.881281E+00,+3.332613E+00,0
-2.687000E+00,+3.283292E+00,+4.268543E+00,0
-2.684500E+00,+3.484297E+00,+4.174322E+00,0
-2.682000E+00,+3.201633E+00,+3.778593E+00,0
-2.679500E+00,+2.881281E+00,+3.338894E+00,0
-2.677000E+00,+2.717965E+00,+3.722060E+00,0
-2.674500E+00,+2.479271E+00,+3.464523E+00,0
-2.672000E+00,+2.516960E+00,+3.740904E+00,0
-2.669500E+00,+2.472990E+00,+4.080100E+00,0
-2.667000E+00,+3.628769E+00,+3.979598E+00,0
-2.664500E+00,+4.288317E+00,+4.174322E+00,0
-2.662000E+00,+4.250628E+00,+3.935628E+00,0
-2.659500E+00,+4.162689E+00,+3.810000E+00,0
-2.657000E+00,+4.539573E+00,+3.445678E+00,0
-2.654500E+00,+3.408920E+00,+2.333869E+00,0
-2.652000E+00,+3.729271E+00,+1.931859E+00,0
-2.649500E+00,+3.886307E+00,+2.201960E+00,0
-2.647000E+00,+3.704146E+00,+1.768543E+00,0
-2.644500E+00,+3.716709E+00,+2.164271E+00,0
-2.642000E+00,+3.886307E+00,+2.415528E+00,0
-2.639500E+00,+4.212940E+00,+2.729598E+00,0
-2.637000E+00,+4.250628E+00,+2.955729E+00,0
-2.634500E+00,+3.729271E+00,+2.534874E+00,0
-2.632000E+00,+3.804648E+00,+2.654221E+00,0
-2.629500E+00,+2.868719E+00,+2.132864E+00,0
-2.627000E+00,+1.511935E+00,+2.114020E+00,0
-2.624500E+00,+1.706658E+00,+1.900452E+00,0
-2.622000E+00,+2.196608E+00,+1.812512E+00,0
-2.619500E+00,+2.542086E+00,+2.666784E+00,0
-2.617000E+00,+3.207915E+00,+3.012261E+00,0
-2.614500E+00,+3.390075E+00,+3.401708E+00,0
-2.612000E+00,+3.364950E+00,+3.979598E+00,0
-2.609500E+00,+2.950377E+00,+4.343920E+00,0
-2.607000E+00,+3.245603E+00,+3.596432E+00,0
-2.604500E+00,+2.341080E+00,+3.634121E+00,0
-2.602000E+00,+2.359925E+00,+3.860251E+00,0
-2.599500E+00,+2.548367E+00,+3.345176E+00,1
-2.597000E+00,+2.843593E+00,+3.778593E+00,1
-2.594500E+00,+2.956658E+00,+4.249698E+00,1
-2.592000E+00,+3.327261E+00,+3.935628E+00,1
-2.589500E+00,+3.810930E+00,+3.734623E+00,1
-2.587000E+00,+4.652638E+00,+3.577588E+00,1
-2.584500E+00,+4.520729E+00,+2.396683E+00,1
-2.582000E+00,+4.125000E+00,+2.654221E+00,1
-2.579500E+00,+3.628769E+00,+1.598945E+00,1
-2.577000E+00,+3.810930E+00,+1.950703E+00,1
-2.574500E+00,+3.854900E+00,+2.302462E+00,1
-2.572000E+00,+3.766960E+00,+1.931859E+00,1
-2.569500E+00,+4.288317E+00,+2.597688E+00,1
-2.567000E+00,+4.307161E+00,+2.717035E+00,1
-2.564500E+00,+3.578518E+00,+2.767286E+00,1
-2.562000E+00,+4.087312E+00,+2.497186E+00,1
-2.559500E+00,+3.616206E+00,+2.201960E+00,1
-2.557000E+00,+2.642588E+00,+2.352713E+00,1
-2.554500E+00,+1.876256E+00,+1.699447E+00,1
-2.552000E+00,+1.756910E+00,+1.730854E+00,1
-2.549500E+00,+1.543342E+00,+2.547437E+00,1
-2.547000E+00,+2.843593E+00,+2.754724E+00,1
-2.544500E+00,+3.251885E+00,+3.338894E+00,1
-2.542000E+00,+3.685302E+00,+4.180603E+00,1
-2.539500E+00,+3.220477E+00,+3.929347E+00,1
-2.537000E+00,+3.101131E+00,+3.797437E+00,1
-2.534500E+00,+3.050879E+00,+3.508492E+00,1
-2.532000E+00,+2.598618E+00,+4.023568E+00,1
-2.529500E+00,+2.548367E+00,+3.345176E+00,1
-2.527000E+00,+3.207915E+00,+3.320050E+00,1
-2.524500E+00,+2.925251E+00,+3.910502E+00,1
-2.522000E+00,+3.446608E+00,+4.343920E+00,1
-2.519500E+00,+4.081030E+00,+4.274824E+00,1
-2.517000E+00,+4.231784E+00,+3.740904E+00,1
-2.514500E+00,+4.162689E+00,+2.754724E+00,1
-2.512000E+00,+3.810930E+00,+2.691909E+00,1
-2.509500E+00,+3.760678E+00,+2.070050E+00,1
-2.507000E+00,+3.119975E+00,+2.421809E+00,1
-2.504500E+00,+3.622488E+00,+1.762261E+00,1
-2.502000E+00,+3.729271E+00,+2.214523E+00,1
-2.499500E+00,+4.150126E+00,+2.132864E+00,0
-2.497000E+00,+3.886307E+00,+2.918040E+00,0
-2.494500E+00,+4.288317E+00,+2.905477E+00,0
-2.492000E+00,+3.609925E+00,+3.137889E+00,0
-2.489500E+00,+3.151382E+00,+2.666784E+00,0
-2.487000E+00,+3.446608E+00,+2.132864E+00,0
-2.484500E+00,+2.045854E+00,+1.900452E+00,0
-2.482000E+00,+1.474246E+00,+1.931859E+00,0
-2.479500E+00,+2.014447E+00,+2.327588E+00,0
-2.477000E+00,+2.479271E+00,+2.007236E+00,0
-2.474500E+00,+2.881281E+00,+3.075075E+00,0
-2.472000E+00,+2.962940E+00,+3.904221E+00,0
-2.469500E+00,+3.748116E+00,+4.080100E+00,0
-2.467000E+00,+3.628769E+00,+4.362764E+00,0
-2.464500E+00,+3.452890E+00,+3.678090E+00,0
-2.462000E+00,+2.799623E+00,+4.061256E+00,0
-2.459500E+00,+2.341080E+00,+3.338894E+00,0
-2.457000E+00,+2.680276E+00,+3.740904E+00,0
-2.454500E+00,+2.542086E+00,+3.294925E+00,0
-2.452000E+00,+3.126256E+00,+4.023568E+00,0
-2.449500E+00,+3.490578E+00,+3.345176E+00,0
-2.447000E+00,+3.377513E+00,+4.142914E+00,0
-2.444500E+00,+3.609925E+00,+3.879095E+00,0
-2.442000E+00,+4.407663E+00,+2.905477E+00,0
-2.439500E+00,+4.011935E+00,+3.005980E+00,0
-2.437000E+00,+3.886307E+00,+1.712010E+00,0
-2.434500E+00,+3.961684E+00,+2.164271E+00,0
-2.432000E+00,+3.729271E+00,+2.095176E+00,0
-2.429500E+00,+3.880025E+00,+2.271055E+00,0
-2.427000E+00,+3.961684E+00,+2.333869E+00,0
-2.424500E+00,+3.917714E+00,+2.936884E+00,0
-2.422000E+00,+3.961684E+00,+3.056231E+00,0
-2.419500E+00,+3.025754E+00,+2.534874E+00,0
-2.417000E+00,+3.371231E+00,+2.333869E+00,0
-2.414500E+00,+2.447864E+00,+2.271055E+00,0
-2.412000E+00,+1.876256E+00,+1.567538E+00,0
-2.409500E+00,+1.738065E+00,+1.799950E+00,0
-2.407000E+00,+1.694096E+00,+2.861507E+00,0
-2.404500E+00,+2.711684E+00,+2.691909E+00,0
-2.402000E+00,+3.119975E+00,+2.899196E+00,0
-2.399500E+00,+3.346106E+00,+4.325075E+00,1
-2.397000E+00,+3.283292E+00,+3.521055E+00,1
-2.394500E+00,+2.743091E+00,+4.004724E+00,1
-2.392000E+00,+2.962940E+00,+3.495930E+00,1
-2.389500E+00,+2.548367E+00,+3.803719E+00,1
-2.387000E+00,+2.297111E+00,+2.830100E+00,1
-2.384500E+00,+2.341080E+00,+2.660502E+00,1
-2.382000E+00,+3.006910E+00,+3.615276E+00,1
-2.379500E+00,+3.616206E+00,+4.544925E+00,1
-2.377000E+00,+3.905151E+00,+4.249698E+00,1
-2.374500E+00,+4.489322E+00,+4.281105E+00,1
-2.372000E+00,+4.250628E+00,+3.257236E+00,1
-2.369500E+00,+3.697864E+00,+3.257236E+00,1
-2.367000E+00,+3.320980E+00,+1.969548E+00,1
-2.364500E+00,+3.314699E+00,+1.762261E+00,1
-2.362000E+00,+3.251885E+00,+2.289899E+00,1
-2.359500E+00,+2.516960E+00,+2.327588E+00,1
-2.357000E+00,+3.905151E+00,+2.132864E+00,1
-2.354500E+00,+4.087312E+00,+2.365276E+00,1
-2.352000E+00,+3.999372E+00,+2.698191E+00,1
-2.349500E+00,+3.886307E+00,+2.798693E+00,1
