timestamp(ms),adc1,adc2,adc3,
"1747073355.054","0.403226","0.293548","0.009677",
"1747073355.055","0.409677","0.267742","0.016129",
"1747073355.056","0.374194","0.248387","0.012903",
"1747073355.057","0.387097","0.148387","0.006452",
"1747073355.058","0.429032","0.270968","0.019355",
"1747073355.059","0.345161","0.309677","0.012903",
"1747073355.06","0.367742","0.322581","0.012903",
"1747073355.061","0.351613","0.325806","0.019355",
"1747073355.062","0.358065","0.364516","0.009677",
"1747073355.063","0.445161","0.451613","0",
"1747073355.064","0.406452","0.425806","0",
"1747073355.065","0.377419","0.429032","0.003226",
"1747073355.066","0.335484","0.422581","0",
"1747073355.067","0.3","0.422581","0",
"1747073355.068","0.377419","0.393548","0.019355",
"1747073355.069","0.254839","0.406452","0.019355",
"1747073355.07","0.319355","0.351613","0.006452",
"1747073355.071","0.254839","0.367742","0.012903",
"1747073355.072","0.209677","0.448387","0.009677",
"1747073355.073","0.2","0.422581","0.022581",
"1747073355.074","0.190323","0.425806","0",
"1747073355.075","0.254839","0.396774","0.012903",
"1747073355.076","0.251613","0.396774","0",
"1747073355.078","0.270968","0.374194","0.022581",
"1747073355.079","0.251613","0.416129","0",
"1747073355.08","0.248387","0.364516","0",
"1747073355.081","0.270968","0.403226","0.019355",
"1747073355.082","0.277419","0.432258","0",
"1747073355.083","0.287097","0.403226","0.016129",
"1747073355.084","0.306452","0.435484","0.006452",
"1747073355.085","0.325806","0.435484","0.019355",
"1747073355.086","0.335484","0.409677","0",
"1747073355.087","0.351613","0.43871","0.019355",
"1747073355.088","0.367742","0.448387","0.019355",
"1747073355.089","0.33871","0.380645","0",
"1747073355.09","0.354839","0.409677","0.019355",
"1747073355.091","0.319355","0.274194","0.003226",
"1747073355.092","0.325806","0.33871","0.006452",
"1747073355.093","0.293548","0.235484","0",
"1747073355.094","0.312903","0.312903","0.006452",
"1747073355.095","0.3","0.332258","0.006452",
"1747073355.096","0.277419","0.235484","0.019355",
"1747073355.097","0.235484","0.229032","0.009677",
"1747073355.098","0.209677","0.180645","0.025806",
"1747073355.099","0.229032","0.209677","0",
"1747073355.1","0.229032","0.209677","0.019355",
"1747073355.101","0.222581","0.183871","0.009677",
"1747073355.102","0.232258","0.2","0.003226",
"1747073355.103","0.245161","0.222581","0.003226",
"1747073355.104","0.312903","0.212903","0.003226",
"1747073355.105","0.309677","0.209677","0.006452",
"1747073355.106","0.319355","0.23871","0.006452",
"1747073355.107","0.370968","0.267742","0",
"1747073355.108","0.393548","0.280645","0",
"1747073355.109","0.341935","0.274194","0.019355",
"1747073355.11","0.448387","0.296774","0",
"1747073355.111","0.432258","0.287097","0.012903",
"1747073355.112","0.419355","0.329032","0",
"1747073355.113","0.441935","0.319355","0.009677",
"1747073355.114","0.451613","0.306452","0.012903",
"1747073355.115","0.422581","0.296774","0.009677",
"1747073355.116","0.393548","0.280645","0.006452",
"1747073355.118","0.380645","0.267742","0.019355",
"1747073355.119","0.409677","0.245161","0",
"1747073355.12","0.416129","0.245161","0.006452",
"1747073355.121","0.367742","0.254839","3.3",
"1747073355.122","0.403226","0.264516","3.3",
"1747073355.123","0.429032","0.264516","3.3",
"1747073355.124","0.409677","0.258065","3.3",
"1747073355.125","0.419355","0.26129","3.3",
"1747073355.126","0.441935","0.319355","3.3",
"1747073355.127","0.348387","0.251613","3.3",
"1747073355.128","0.377419","0.258065","3.3",
"1747073355.129","0.374194","0.225806","3.3",
"1747073355.13","0.448387","0.280645","3.3",
"1747073355.131","0.454839","0.403226","3.3",
"1747073355.132","0.458065","0.429032","3.3",
"1747073355.133","0.441935","0.416129","3.3",
"1747073355.134","0.451613","0.441935","3.3",
"1747073355.135","0.374194","0.393548","3.3",
"1747073355.136","0.43871","0.445161","3.3",
"1747073355.137","0.458065","0.377419","3.3",
"1747073355.138","0.393548","0.441935","3.3",
"1747073355.139","0.267742","0.432258","3.3",
"1747073355.14","0.416129","0.429032","3.3",
"1747073355.141","0.296774","0.341935","3.3",
"1747073355.142","0.254839","0.403226","3.3",
"1747073355.143","0.232258","0.4","3.3",
"1747073355.144","0.209677","0.364516","3.3",
"1747073355.145","0.209677","0.4","3.3",
"1747073355.146","0.23871","0.345161","3.3",
"1747073355.147","0.258065","0.409677","3.290323",
"1747073355.148","0.232258","0.377419","3.3",
"1747073355.149","0.245161","0.419355","3.3",
"1747073355.15","0.258065","0.412903","3.290323",
"1747073355.151","0.267742","0.396774","3.3",
"1747073355.152","0.277419","0.419355","3.3",
"1747073355.153","0.26129","0.380645","3.3",
"1747073355.154","0.287097","0.445161","3.3",
"1747073355.155","0.303226","0.429032","3.3",
"1747073355.156","0.322581","0.435484","3.3",
"1747073355.157","0.341935","0.412903","3.3",
"1747073355.158","0.351613","0.409677","3.3",
"1747073355.159","0.370968","0.425806","3.287097",
"1747073355.16","0.354839","0.396774","3.3",
"1747073355.161","0.364516","0.409677","3.3",
"1747073355.162","0.36129","0.409677","3.3",
"1747073355.163","0.322581","0.341935","3.3",
"1747073355.164","0.319355","0.293548","3.3",
"1747073355.165","0.322581","0.351613","3.3",
"1747073355.166","0.290323","0.232258","3.3",
"1747073355.167","0.296774","0.306452","3.3",
"1747073355.168","0.283871","0.274194","3.280645",
"1747073355.169","0.235484","0.190323","3.3",
"1747073355.17","0.222581","0.180645","3.3",
"1747073355.171","0.229032","0.177419","3.3",
"1747073355.172","0.229032","0.177419","3.3",
"1747073355.173","0.232258","0.190323","3.3",
"1747073355.174","0.219355","0.2","3.3",
"1747073355.175","0.229032","0.212903","3.3",
"1747073355.176","0.322581","0.225806","3.290323",
"1747073355.177","0.325806","0.222581","3.296774",
"1747073355.178","0.306452","0.254839","3.3",
"1747073355.179","0.403226","0.277419","3.270968",
"1747073355.18","0.380645","0.280645","3.3",
"1747073355.181","0.435484","0.287097","3.3",
"1747073355.182","0.429032","0.312903","3.3",
"1747073355.183","0.419355","0.306452","3.3",
"1747073355.184","0.454839","0.322581","3.3",
"1747073355.185","0.464516","0.3","3.3",
"1747073355.186","0.393548","0.312903","3.3",
"1747073355.187","0.441935","0.290323","3.3",
"1747073355.188","0.448387","0.26129","3.3",
"1747073355.189","0.441935","0.26129","3.3",
"1747073355.19","0.451613","0.251613","3.3",
"1747073355.191","0.429032","0.258065","3.3",
"1747073355.192","0.393548","0.248387","3.3",
"1747073355.193","0.406452","0.251613","3.3",
"1747073355.194","0.377419","0.26129","3.3",
"1747073355.195","0.409677","0.280645","3.3",
"1747073355.196","0.409677","0.319355","3.290323",
"1747073355.197","0.341935","0.241935","3.3",
"1747073355.198","0.380645","0.258065","3.290323",
"1747073355.199","0.374194","0.316129","3.3",
"1747073355.2","0.383871","0.3","3.3",
"1747073355.201","0.458065","0.370968","3.3",
"1747073355.203","0.43871","0.390323","3.296774",
"1747073355.204","0.435484","0.409677","3.3",
"1747073355.205","0.409677","0.387097","3.3",
"1747073355.206","0.425806","0.345161","3.3",
"1747073355.207","0.43871","0.448387","3.3",
"1747073355.208","0.429032","0.441935","3.3",
"1747073355.209","0.348387","0.435484","3.3",
"1747073355.21","0.409677","0.36129","3.3",
"1747073355.211","0.429032","0.435484","3.3",
"1747073355.212","0.290323","0.409677","3.3",
"1747073355.213","0.316129","0.445161","3.3",
"1747073355.214","0.277419","0.441935","3.3",
"1747073355.215","0.341935","0.425806","3.3",
"1747073355.216","0.264516","0.419355","3.3",
"1747073355.217","0.193548","0.422581","3.3",
"1747073355.218","0.206452","0.354839","3.3",
"1747073355.219","0.245161","0.409677","3.3",
"1747073355.22","0.267742","0.406452","3.3",
"1747073355.221","0.248387","0.409677","0.009677",
"1747073355.222","0.277419","0.409677","0.009677",
"1747073355.223","0.274194","0.409677","0.006452",
"1747073355.225","0.26129","0.409677","0.006452",
"1747073355.226","0.26129","0.383871",,
"1747073355.227","0.290323","0.422581","0",
"1747073355.228","0.309677","0.374194","0.009677",
"1747073355.229","0.335484","0.387097","0",
"1747073355.23","0.351613","0.409677","0.006452",
"1747073355.231","0.367742","0.432258","0",
"1747073355.232","0.36129","0.432258","0.016129",
"1747073355.235","0.345161","0.36129","0.012903",
"1747073355.236","0.303226","0.296774","0",
"1747073355.237","0.306452","0.316129","0.029032",
"1747073355.238","0.280645","0.232258","0",
"1747073355.239","0.277419","0.280645","0.016129",
"1747073355.24","0.270968","0.245161","0.022581",
"1747073355.241","0.222581","0.170968","0.006452",
"1747073355.242","0.209677","0.187097","0.003226",
"1747073355.243","0.235484","0.164516","0",
"1747073355.244","0.206452","0.196774","0.016129",
"1747073355.245","0.280645","0.2","0.006452",
"1747073355.246","0.209677","0.209677","0.003226",
"1747073355.247","0.225806","0.212903","0.003226",
"1747073355.248","0.209677","0.235484","0",
"1747073355.249","0.33871","0.225806","0.022581",
"1747073355.25","0.303226","0.245161","0.006452",
"1747073355.251","0.4","0.254839","0.025806",
"1747073355.252","0.364516","0.290323","0.016129",
"1747073355.253","0.43871","0.303226","0",
"1747073355.254","0.429032","0.303226","0",
"1747073355.255","0.412903","0.332258","0",
"1747073355.256","0.470968","0.3","0",
"1747073355.257","0.4","0.309677","0.009677",
"1747073355.258","0.380645","0.296774","0.016129",
"1747073355.26","0.416129","0.287097","0.003226",
"1747073355.261","0.409677","0.264516","0.025806",
"1747073355.262","0.406452","0.258065",,
"1747073355.263","0.406452","0.251613","0.019355",
"1747073355.264","0.416129","0.287097","0",
"1747073355.265","0.4","0.26129","0.009677",
"1747073355.266","0.409677","0.312903","0.006452",
"1747073355.267","0.383871","0.248387","0",
"1747073355.268","0.412903","0.264516","0.025806",
"1747073355.269","0.432258","0.312903","0",
"1747073355.27","0.341935","0.23871","0",
"1747073355.271","0.441935","0.335484","0.025806",
"1747073355.272","0.429032","0.36129","0.012903",
"1747073355.273","0.348387","0.287097","0.003226",
"1747073355.274","0.4","0.380645","0.006452",
"1747073355.275","0.445161","0.409677","0",
"1747073355.276","0.380645","0.322581","0.035484",
"1747073355.277","0.467742","0.364516","0.009677",
"1747073355.278","0.383871","0.387097","0.003226",
"1747073355.279","0.43871","0.396774","0",
"1747073355.28","0.377419","0.374194","0.009677",
"1747073355.281","0.380645","0.43871","0",
"1747073355.282","0.396774","0.451613","0.016129",
"1747073355.283","0.270968","0.409677","0.006452",
"1747073355.284","0.374194","0.435484","0.022581",
"1747073355.285","0.348387","0.409677","0",
"1747073355.286","0.258065","0.36129","0",
"1747073355.287","0.212903","0.432258","0",
"1747073355.288","0.187097","0.370968","0.012903",
"1747073355.289","0.206452","0.383871","0.029032",
"1747073355.29","0.23871","0.370968","0.019355",
"1747073355.291","0.248387","0.377419","0",
"1747073355.292","0.229032","0.354839","0",
"1747073355.293","0.270968","0.335484","0.009677",
"1747073355.294","0.26129","0.416129","0.022581",
"1747073355.295","0.254839","0.4","0",
"1747073355.296","0.277419","0.409677","0.009677",
"1747073355.297","0.287097","0.412903","0.006452",
"1747073355.298","0.296774","0.432258","0.016129",
"1747073355.299","0.316129","0.441935","0",
"1747073355.3","0.322581","0.367742","0.003226",
"1747073355.301","0.351613","0.43871","0.012903",
"1747073355.302","0.36129","0.445161","0.006452",
"1747073355.303","0.374194","0.409677","0.003226",
"1747073355.304","0.354839","0.364516","0.016129",
"1747073355.305","0.345161","0.409677","0",
"1747073355.306","0.33871","0.412903","0",
"1747073355.307","0.329032","0.367742","0.003226",
"1747073355.308","0.319355","0.335484","0",
"1747073355.309","0.270968","0.251613","0.006452",
"1747073355.31","0.296774","0.322581","0",
"1747073355.311","0.245161","0.23871","0.009677",
"1747073355.312","0.232258","0.174194","0",
"1747073355.313","0.203226","0.206452","0.009677",
"1747073355.314","0.222581","0.203226","0.006452",
"1747073355.315","0.206452","0.183871","0.009677",
"1747073355.316","0.2","0.190323","0.003226",
"1747073355.317","0.222581","0.203226","0.016129",
"1747073355.318","0.296774","0.212903","0.012903",
"1747073355.319","0.209677","0.235484","0",
"1747073355.32","0.274194","0.219355","0.016129",
"1747073355.321","0.293548","0.264516","3.3",
"1747073355.322","0.419355","0.264516","3.3",
"1747073355.323","0.425806","0.264516","3.3",
"1747073355.324","0.425806","0.303226","3.3",
"1747073355.325","0.393548","0.316129","3.3",
"1747073355.326","0.416129","0.329032","3.3",
"1747073355.327","0.432258","0.329032","3.296774",
"1747073355.328","0.367742","0.312903","3.3",
"1747073355.329","0.435484","0.309677","3.3",
"1747073355.33","0.435484","0.3","3.3",
"1747073355.331","0.370968","0.280645","3.3",
"1747073355.332","0.435484","0.267742","3.290323",
"1747073355.333","0.448387","0.264516","3.3",
"1747073355.334","0.425806","0.251613","3.3",
"1747073355.335","0.409677","0.26129","3.3",
"1747073355.336","0.409677","0.26129","3.245161",
"1747073355.337","0.409677","0.264516","3.3",
"1747073355.338","0.419355","0.303226","3.3",
"1747073355.339","0.36129","0.251613","3.3",
"1747073355.34","0.409677","0.319355","3.3",
"1747073355.341","0.396774","0.258065","3.3",
"1747073355.342","0.406452","0.277419","3.3",
"1747073355.343","0.341935","0.23871","3.3",
"1747073355.344","0.419355","0.335484","3.3",
"1747073355.345","0.387097","0.290323","3.3",
"1747073355.346","0.46129","0.387097","3.3",
"1747073355.347","0.448387","0.358065","3.3",
"1747073355.348","0.383871","0.358065","3.3",
"1747073355.349","0.464516","0.448387","3.3",
"1747073355.35","0.441935","0.445161","3.296774",
"1747073355.351","0.425806","0.451613","3.3",
"1747073355.352","0.36129","0.367742","3.3",
"1747073355.353","0.296774","0.36129","3.3",
"1747073355.354","0.425806","0.441935","3.3",
"1747073355.355","0.270968","0.422581","3.3",
"1747073355.356","0.306452","0.441935","3.3",
"1747073355.357","0.296774","0.445161","3.3",
"1747073355.358","0.193548","0.406452","3.3",
"1747073355.359","0.264516","0.387097","3.3",
"1747073355.36","0.190323","0.432258","3.3",
"1747073355.361","0.251613","0.377419","3.3",
"1747073355.362","0.225806","0.409677","3.3",
"1747073355.363","0.270968","0.409677","3.3",
"1747073355.364","0.26129","0.383871","3.3",
"1747073355.365","0.274194","0.422581","3.3",
"1747073355.366","0.274194","0.422581","3.280645",
"1747073355.367","0.274194","0.380645","3.3",
"1747073355.368","0.277419","0.393548","3.296774",
"1747073355.369","0.277419","0.383871","3.3",
"1747073355.37","0.293548","0.393548","3.3",
"1747073355.371","0.329032","0.416129","3.3",
"1747073355.372","0.341935","0.43871","3.3",
"1747073355.373","0.358065","0.435484","3.3",
"1747073355.374","0.370968","0.419355","3.3",
"1747073355.375","0.367742","0.409677","3.3",
"1747073355.376","0.358065","0.364516","3.3",
"1747073355.377","0.322581","0.290323","3.3",
"1747073355.378","0.341935","0.370968","3.290323",
"1747073355.379","0.245161","0.274194","3.3",
"1747073355.38","0.312903","0.267742","3.3",
"1747073355.381","0.283871","0.267742","3.3",
"1747073355.382","0.267742","0.23871","3.3",
"1747073355.383","0.241935","0.190323","3.3",
"1747073355.384","0.232258","0.187097","3.3",
"1747073355.385","0.23871","0.193548","3.296774",
"1747073355.386","0.229032","0.180645","3.3",
"1747073355.387","0.216129","0.2","3.3",
"1747073355.388","0.251613","0.206452","3.3",
"1747073355.389","0.316129","0.203226","3.3",
"1747073355.39","0.180645","0.216129","3.3",
"1747073355.391","0.290323","0.245161","3.3",
"1747073355.392","0.267742","0.254839","3.3",
"1747073355.393","0.306452","0.26129","3.3",
"1747073355.394","0.406452","0.280645","3.296774",
"1747073355.395","0.409677","0.293548","3.3",
"1747073355.396","0.383871","0.277419","3.3",
"1747073355.397","0.429032","0.322581","3.3",
"1747073355.398","0.470968","0.309677","3.3",
"1747073355.399","0.441935","0.309677","3.287097",
"1747073355.4","0.435484","0.309677","3.3",
"1747073355.401","0.432258","0.280645","3.3",
"1747073355.402","0.451613","0.290323","3.3",
"1747073355.403","0.43871","0.254839","3.3",
"1747073355.404","0.422581","0.26129","3.3",
"1747073355.405","0.425806","0.264516","3.296774",
"1747073355.406","0.358065","0.248387","3.3",
"1747073355.407","0.390323","0.277419","3.3",
"1747073355.408","0.406452","0.293548","3.3",
"1747073355.409","0.393548","0.309677","3.3",
"1747073355.41","0.409677","0.267742","3.3",
"1747073355.411","0.380645","0.303226","3.3",
"1747073355.412","0.419355","0.251613","3.3",
"1747073355.413","0.380645","0.258065","3.3",
"1747073355.414","0.383871","0.309677","3.3",
"1747073355.415","0.46129","0.332258","3.283871",
"1747073355.416","0.387097","0.280645","3.3",
"1747073355.417","0.4","0.319355","3.3",
"1747073355.418","0.467742","0.396774","3.296774",
"1747073355.419","0.429032","0.332258","3.3",
"1747073355.42","0.467742","0.425806","3.3",
"1747073355.421","0.448387","0.458065","0",
"1747073355.422","0.448387","0.454839","0.009677",
"1747073355.423","0.43871","0.451613","0.006452",
"1747073355.424","0.409677","0.348387","0.003226",
"1747073355.425","0.283871","0.409677","0",
"1747073355.426","0.280645","0.393548","0.006452",
"1747073355.427","0.329032","0.545161","0.003226",
"1747073355.428","0.319355","0.43871","0.016129",
"1747073355.429","0.287097","0.396774","0.006452",
"1747073355.43","0.251613","0.396774","0.006452",
"1747073355.431","0.229032","0.329032","0.006452",
"1747073355.432","0.225806","0.351613","0",
"1747073355.433","0.229032","0.351613","0.016129",
"1747073355.434","0.258065","0.387097","0",
"1747073355.435","0.241935","0.390323","0.006452",
"1747073355.436","0.283871","0.409677","0.009677",
"1747073355.437","0.26129","0.374194","0",
"1747073355.438","0.267742","0.419355","0.006452",
"1747073355.439","0.280645","0.409677","0.045161",
"1747073355.44","0.280645","0.383871","0",
"1747073355.441","0.3","0.409677","0.009677",
"1747073355.442","0.312903","0.374194","0",
"1747073355.443","0.335484","0.441935","0",
"1747073355.444","0.351613","0.445161","0",
"1747073355.445","0.36129","0.43871","0.006452",
"1747073355.446","0.36129","0.387097","0.012903",
"1747073355.447","0.36129","0.387097","0.012903",
"1747073355.448","0.319355","0.33871","0",
"1747073355.449","0.335484","0.393548","0.006452",
"1747073355.45","0.306452","0.367742","0.006452",
"1747073355.451","0.316129","0.329032","0",
"1747073355.452","0.306452","0.348387","0.012903",
"1747073355.453","0.277419","0.303226","0",
"1747073355.454","0.254839","0.277419","0.006452",
"1747073355.455","0.241935","0.232258","0.006452",
"1747073355.456","0.209677","0.232258","0.006452",
"1747073355.457","0.222581","0.174194","0.006452",
"1747073355.458","0.206452","0.180645","0.006452",
"1747073355.459","0.212903","0.212903","0.012903",
"1747073355.46","0.212903","0.2","0.019355",
"1747073355.461","0.258065","0.225806","0.022581",
"1747073355.462","0.341935","0.209677","0.019355",
"1747073355.463","0.270968","0.251613","0",
"1747073355.464","0.312903","0.245161","0.016129",
"1747073355.465","0.422581","0.26129","0",
"1747073355.466","0.354839","0.274194","0.016129",
"1747073355.467","0.377419","0.296774","0",
"1747073355.468","0.406452","0.316129","0.016129",
"1747073355.469","0.374194","0.322581","0.009677",
"1747073355.47","0.425806","0.322581","0.012903",
"1747073355.471","0.435484","0.309677","0",
"1747073355.472","0.380645","0.306452","0.006452",
"1747073355.473","0.445161","0.280645","0.019355",
"1747073355.474","0.416129","0.280645","0",
"1747073355.475","0.409677","0.277419","0.080645",
"1747073355.476","0.383871","0.251613","0.019355",
"1747073355.477","0.425806","0.248387","0.009677",
"1747073355.478","0.351613","0.248387","0.012903",
"1747073355.479","0.348387","0.258065","0",
"1747073355.48","0.425806","0.274194","0.006452",
"1747073355.481","0.416129","0.267742","0.003226",
"1747073355.482","0.412903","0.312903","0.006452",
"1747073355.483","0.4","0.290323","0.019355",
"1747073355.484","0.422581","0.325806","0",
"1747073355.485","0.316129","0.245161","0.006452",
"1747073355.486","0.348387","0.335484","0.016129",
"1747073355.487","0.409677","0.270968","0",
"1747073355.488","0.390323","0.335484","0",
"1747073355.489","0.4","0.335484","0.006452",
"1747073355.49","0.393548","0.319355","0",
"1747073355.491","0.43871","0.432258","0",
"1747073355.492","0.374194","0.393548","0",
"1747073355.493","0.396774","0.409677","0.009677",
"1747073355.494","0.429032","0.451613","0.012903",
"1747073355.495","0.354839","0.4","0.019355",
"1747073355.496","0.287097","0.409677","0.006452",
"1747073355.497","0.312903","0.374194","0.009677",
"1747073355.498","0.370968","0.416129","0.012903",
"1747073355.499","0.364516","0.425806","0.019355",
"1747073355.5","0.245161","0.393548","0.016129",
"1747073355.501","0.209677","0.429032","0",
"1747073355.502","0.196774","0.409677","0.006452",
"1747073355.503","0.248387","0.419355","0.006452",
"1747073355.504","0.251613","0.403226","0.009677",
"1747073355.505","0.209677","0.380645","0",
"1747073355.506","0.225806","0.412903","0.006452",
"1747073355.507","0.241935","0.412903","0.016129",
"1747073355.508","0.254839","0.380645","0.009677",
"1747073355.509","0.248387","0.429032","0",
"1747073355.51","0.270968","0.396774","0.006452",
"1747073355.511","0.280645","0.43871","0.006452",
"1747073355.512","0.277419","0.393548","0",
"1747073355.513","0.312903","0.448387","0.003226",
"1747073355.514","0.316129","0.425806","0.012903",
"1747073355.515","0.33871","0.425806","0.009677",
"1747073355.516","0.348387","0.412903","0.009677",
"1747073355.517","0.4","0.4","0.019355",
"1747073355.518","0.358065","0.406452","0.006452",
"1747073355.519","0.354839","0.425806","0",
"1747073355.52","0.345161","0.387097","0.016129",
"1747073355.521","0.309677","0.33871","0.022581",
"1747073355.522","0.309677","0.312903","3.3",
"1747073355.523","0.290323","0.254839","3.3",
"1747073355.524","0.312903","0.306452","3.3",
"1747073355.525","0.3","0.309677","3.3",
"1747073355.526","0.251613","0.183871","3.3",
"1747073355.527","0.232258","0.232258","3.3",
"1747073355.528","0.23871","0.209677","3.3",
"1747073355.529","0.232258","0.187097","3.296774",
"1747073355.53","0.206452","0.2","3.296774",
"1747073355.531","0.235484","0.206452","3.3",
"1747073355.532","0.283871","0.206452","3.296774",
"1747073355.533","0.258065","0.232258","3.3",
"1747073355.534","0.283871","0.23871","3.3",
"1747073355.535","0.380645","0.235484","3.3",
"1747073355.536","0.4","0.251613","3.3",
"1747073355.537","0.419355","0.264516","3.3",
"1747073355.538","0.425806","0.287097","3.3",
"1747073355.539","0.33871","0.293548","3.3",
"1747073355.54","0.451613","0.316129","3.3",
"1747073355.541","0.412903","0.325806","3.3",
"1747073355.542","0.448387","0.322581","3.3",
"1747073355.543","0.43871","0.309677","3.251613",
"1747073355.544","0.445161","0.296774","3.3",
"1747073355.545","0.451613","0.283871","3.3",
"1747073355.546","0.435484","0.277419","3.283871",
"1747073355.547","0.351613","0.258065","3.3",
"1747073355.548","0.448387","0.258065","3.3",
"1747073355.549","0.432258","0.232258","3.293548",
"1747073355.55","0.435484","0.280645","3.283871",
"1747073355.551","0.383871","0.293548","3.3",
"1747073355.552","0.4","0.264516","3.3",
"1747073355.554","0.4","0.287097","3.3",
"1747073355.555","0.412903","0.264516","3.3",
"1747073355.556","0.358065","0.23871","3.283871",
"1747073355.557","0.445161","0.332258","3.3",
"1747073355.558","0.441935","0.377419","3.3",
"1747073355.559","0.467742","0.354839","3.3",
"1747073355.56","0.393548","0.348387","3.3",
"1747073355.561","0.441935","0.412903","3.283871",
"1747073355.562","0.422581","0.396774","3.296774",
"1747073355.563","0.467742","0.364516","3.3",
"1747073355.564","0.46129","0.458065","3.3",
"1747073355.565","0.454839","0.458065","3.287097",
"1747073355.566","0.4","0.36129","3.3",
"1747073355.567","0.432258","0.445161","3.3",
"1747073355.568","0.367742","0.43871","3.293548",
"1747073355.569","0.274194","0.409677","3.3",
"1747073355.57","0.258065","0.419355","3.3",
"1747073355.571","0.36129","0.435484","3.3",
"1747073355.572","0.209677","0.425806","3.3",
"1747073355.573","0.267742","0.448387","3.3",
"1747073355.574","0.277419","0.409677","3.277419",
"1747073355.575","0.219355","0.380645","3.3",
"1747073355.576","0.212903","0.354839","3.3",
