1747074678.092,0.396774,0.322581,3.3,
1747074678.093,0.419355,0.316129,3.3,
1747074678.094,0.458065,0.296774,3.3,
1747074678.095,0.412903,0.3,3.3,
1747074678.096,0.403226,0.293548,3.3,
1747074678.097,0.448387,0.287097,3.3,
1747074678.115,0.422581,0.293548,3.3,
1747074678.116,0.441935,0.241935,3.3,
1747074678.117,0.429032,0.280645,3.3,
1747074678.12,0.409677,0.248387,3.296774,
1747074678.121,0.370968,0.254839,3.3,
1747074678.122,0.335484,0.241935,3.3,
1747074678.123,0.46129,0.358065,0.009677,
1747074678.124,0.448387,0.287097,0.003226,
1747074678.125,0.464516,0.367742,0.003226,
1747074678.126,0.435484,0.303226,0,
1747074678.127,0.416129,0.306452,0,
1747074678.128,,,0.016129,
1747074678.131,0.441935,0.416129,0,
1747074678.132,0.4,0.329032,0.012903,
1747074678.133,0.464516,0.451613,0,
1747074678.134,0.464516,0.448387,0,
1747074678.135,0.422581,0.445161,0.003226,
1747074678.136,0.33871,0.422581,0.003226,
1747074678.137,0.432258,0.377419,0,
1747074678.138,0.412903,0.451613,0.054839,
1747074678.139,0.370968,0.380645,0.003226,
1747074678.14,0.425806,0.454839,0.006452,
1747074678.141,0.435484,0.451613,0.016129,
1747074678.143,0.403226,0.36129,0.022581,
1747074678.144,0.270968,0.425806,0.009677,
1747074678.145,0.283871,0.429032,0,
1747074678.146,0.370968,0.454839,0,
1747074678.147,0.303226,0.451613,0,
1747074678.148,0.264516,0.441935,0,
1747074678.149,0.248387,0.396774,0,
1747074678.15,0.225806,0.409677,0,
1747074678.151,0.303226,0.393548,0,
1747074678.152,0.206452,0.425806,0,
1747074678.153,0.206452,0.396774,0.012903,
1747074678.154,0.248387,0.364516,0.006452,
1747074678.155,0.209677,0.409677,0.012903,
1747074678.156,0.212903,0.367742,0.012903,
1747074678.157,0.258065,0.403226,0.016129,
1747074678.158,0.219355,0.412903,0,
1747074678.159,0.229032,0.393548,0,
1747074678.16,0.232258,0.380645,0.016129,
1747074678.161,0.254839,0.367742,0,
1747074678.162,0.251613,0.403226,0,
1747074678.164,0.232258,0.374194,0,
1747074678.165,0.241935,0.390323,0,
1747074678.166,0.270968,0.416129,0.009677,
1747074678.167,0.280645,0.419355,0.009677,
1747074678.168,0.270968,0.4,0,
1747074678.169,0.277419,0.432258,0.003226,
1747074678.17,0.293548,0.396774,0.016129,
1747074678.171,0.277419,0.406452,0.012903,
1747074678.172,0.312903,0.445161,0.003226,
1747074678.173,0.312903,0.393548,0,
1747074678.174,0.306452,0.358065,0.006452,
1747074678.175,0.329032,0.380645,0,
1747074678.176,0.33871,0.441935,0,
1747074678.177,0.348387,0.448387,0,
1747074678.178,0.351613,0.432258,0,
1747074678.179,0.354839,0.409677,0,
1747074678.18,0.345161,0.4,0.003226,
1747074678.181,0.348387,0.406452,0.003226,
1747074678.182,0.380645,0.422581,0,
1747074678.183,0.380645,0.354839,0,
1747074678.184,0.377419,0.425806,0,
1747074678.185,0.370968,0.409677,0.016129,
1747074678.186,0.364516,0.43871,0.019355,
1747074678.187,0.354839,0.429032,0,
1747074678.188,0.354839,0.425806,0,
1747074678.189,0.322581,0.322581,0,
1747074678.19,0.33871,0.396774,0.003226,
1747074678.191,0.335484,0.332258,0,
1747074678.192,0.303226,0.403226,0,
1747074678.193,0.325806,0.36129,0,
1747074678.194,0.303226,0.248387,0,
1747074678.195,0.287097,0.241935,0,
1747074678.196,0.322581,0.335484,0,
1747074678.197,0.293548,0.306452,0.006452,
1747074678.198,0.296774,0.3,0,
1747074678.199,0.23871,0.206452,0.003226,
1747074678.2,0.225806,0.196774,0.006452,
1747074678.201,0.203226,0.232258,0.012903,
1747074678.202,0.254839,0.232258,0.006452,
1747074678.203,0.203226,0.190323,0,
1747074678.204,0.203226,0.193548,0.006452,
1747074678.205,0.206452,0.203226,0,
1747074678.206,0.206452,0.177419,0.006452,
1747074678.207,0.203226,0.180645,0.006452,
1747074678.208,0.206452,0.190323,0,
1747074678.209,0.2,0.193548,0,
1747074678.21,0.219355,0.193548,0.003226,
1747074678.211,0.203226,0.206452,0.003226,
1747074678.212,0.209677,0.193548,0.003226,
1747074678.213,0.212903,0.216129,0,
1747074678.214,0.248387,0.23871,0,
1747074678.217,0.225806,0.245161,0.006452,
1747074678.218,0.383871,0.251613,0.012903,
1747074678.219,0.387097,0.248387,0,
1747074678.22,0.387097,0.267742,0.009677,
1747074678.221,0.332258,0.274194,0,
1747074678.222,0.374194,0.296774,0,
1747074678.223,0.432258,0.270968,3.3,
1747074678.224,0.406452,0.303226,3.3,
1747074678.225,0.383871,0.312903,3.296774,
1747074678.226,0.448387,0.296774,3.3,
1747074678.227,0.396774,0.325806,3.3,
1747074678.228,0.435484,0.309677,3.3,
1747074678.229,0.441935,0.341935,3.3,
1747074678.23,0.429032,0.33871,3.274194,
1747074678.231,0.445161,0.335484,3.3,
1747074678.232,0.409677,0.335484,3.3,
1747074678.233,0.419355,0.322581,3.3,
1747074678.234,0.364516,0.325806,3.3,
1747074678.235,0.46129,0.303226,3.3,
1747074678.236,0.409677,0.312903,3.3,
1747074678.237,0.419355,0.290323,3.3,
1747074678.238,0.412903,0.3,3.3,
1747074678.239,0.451613,0.280645,3.3,
1747074678.24,0.454839,0.258065,3.283871,
1747074678.241,0.454839,0.248387,3.3,
1747074678.242,0.387097,0.26129,3.293548,
1747074678.243,0.448387,0.270968,3.3,
1747074678.244,0.403226,0.26129,3.3,
1747074678.245,0.4,0.254839,3.3,
1747074678.246,0.432258,0.254839,3.3,
1747074678.247,0.341935,0.258065,3.3,
1747074678.248,0.429032,0.267742,3.3,
1747074678.249,0.429032,0.251613,3.290323,
1747074678.25,0.422581,0.258065,3.3,
1747074678.251,0.409677,0.296774,3.3,
1747074678.252,0.354839,0.258065,3.296774,
1747074678.253,0.432258,0.280645,3.3,
1747074678.254,0.4,0.280645,3.3,
1747074678.255,0.387097,0.232258,3.3,
1747074678.256,0.412903,0.293548,3.3,
1747074678.257,0.380645,0.248387,3.293548,
1747074678.258,0.412903,0.251613,3.3,
1747074678.259,0.329032,0.245161,3.3,
1747074678.26,0.341935,0.23871,3.3,
1747074678.261,0.429032,0.309677,3.3,
1747074678.262,0.448387,0.354839,3.3,
1747074678.263,0.409677,0.3,3.3,
1747074678.264,0.435484,0.36129,3.3,
1747074678.265,0.445161,0.13871,3.296774,
1747074678.266,0.445161,0.390323,3.3,
1747074678.267,0.458065,0.290323,3.3,
1747074678.268,0.46129,0.409677,3.3,
1747074678.269,0.458065,0.3,3.3,
1747074678.27,0.451613,0.322581,3.3,
1747074678.271,0.464516,0.425806,3.287097,
1747074678.272,0.4,0.341935,3.3,
1747074678.273,0.416129,0.335484,3.3,
1747074678.274,0.46129,0.429032,3.3,
1747074678.275,0.480645,0.374194,3.3,
1747074678.276,0.46129,0.451613,3.3,
1747074678.277,0.458065,0.458065,3.3,
1747074678.278,0.374194,0.409677,3.3,
1747074678.279,0.422581,0.412903,3.3,
1747074678.28,0.467742,0.409677,3.3,
1747074678.281,0.322581,0.419355,3.3,
1747074678.282,0.451613,0.432258,3.3,
1747074678.283,0.348387,0.370968,3.3,
1747074678.284,0.319355,0.409677,3.3,
1747074678.285,0.409677,0.409677,3.3,
