x-axis,1,2,EXT
second,Volt,Volt,
-137.7500E-03,+3.3110558E+00,+4.1931657E+00,1
-137.5000E-03,+3.8638196E+00,+4.0424120E+00,1
-137.2500E-03,+2.9592970E+00,+4.0424120E+00,1
-137.0000E-03,+2.9592970E+00,+4.5449245E+00,1
-136.7500E-03,+2.9090457E+00,+4.1429145E+00,1
-136.5000E-03,+2.7582919E+00,+4.0424120E+00,1
-136.2500E-03,+2.6075382E+00,+3.9921607E+00,1
-136.0000E-03,+2.9592970E+00,+4.3439195E+00,1
-135.7500E-03,+3.1603020E+00,+4.2434170E+00,1
-135.5000E-03,+2.6577894E+00,+3.8414069E+00,1
-135.2500E-03,+2.9090457E+00,+4.2434170E+00,1
-135.0000E-03,+2.1552768E+00,+4.1429145E+00,1
-134.7500E-03,+2.6075382E+00,+4.4444220E+00,1
-134.5000E-03,+2.4567844E+00,+4.0424120E+00,1
-134.2500E-03,+2.3060306E+00,+4.1429145E+00,1
-134.0000E-03,+2.5572869E+00,+4.1429145E+00,1
-133.7500E-03,+2.2557794E+00,+3.8414069E+00,1
-133.5000E-03,+2.1552768E+00,+3.7409044E+00,1
-133.2500E-03,+2.3562819E+00,+4.2936683E+00,1
-133.0000E-03,+2.3562819E+00,+3.9419095E+00,1
-132.7500E-03,+2.2557794E+00,+4.1931657E+00,1
-132.5000E-03,+2.2557794E+00,+3.6404019E+00,1
-132.2500E-03,+2.4567844E+00,+3.6906532E+00,1
-132.0000E-03,+2.5572869E+00,+3.7409044E+00,1
-131.7500E-03,+2.3060306E+00,+4.0424120E+00,1
-131.5000E-03,+2.2557794E+00,+3.9419095E+00,1
-131.2500E-03,+2.4567844E+00,+3.6906532E+00,1
-131.0000E-03,+1.3512567E+00,+4.9469346E+00,1
-130.7500E-03,+2.4567844E+00,+3.7911557E+00,1
-130.5000E-03,+2.2557794E+00,+3.7409044E+00,1
-130.2500E-03,+2.1050256E+00,+3.8916582E+00,1
-130.0000E-03,+2.1552768E+00,+3.9419095E+00,1
-129.7500E-03,+2.4065331E+00,+4.1429145E+00,1
-129.5000E-03,+2.5572869E+00,+4.3439195E+00,1
-129.2500E-03,+2.6577894E+00,+4.0926632E+00,1
-129.0000E-03,+2.7582919E+00,+4.1429145E+00,1
-128.7500E-03,+2.6075382E+00,+4.0926632E+00,1
-128.5000E-03,+2.3562819E+00,+3.8414069E+00,1
-128.2500E-03,+2.4567844E+00,+3.8414069E+00,1
-128.0000E-03,+2.9592970E+00,+3.7409044E+00,1
-127.7500E-03,+2.6075382E+00,+3.5398994E+00,1
-127.5000E-03,+2.4567844E+00,+3.5398994E+00,1
-127.2500E-03,+2.7080407E+00,+3.4896482E+00,1
-127.0000E-03,+2.3562819E+00,+3.7409044E+00,1
-126.7500E-03,+2.6577894E+00,+3.9921607E+00,1
-126.5000E-03,+2.4567844E+00,+3.7409044E+00,1
-126.2500E-03,+2.4567844E+00,+4.0926632E+00,1
-126.0000E-03,+2.7582919E+00,+3.7409044E+00,1
-125.7500E-03,+2.4567844E+00,+3.9419095E+00,1
-125.5000E-03,+2.7582919E+00,+3.9419095E+00,1
-125.2500E-03,+2.5070356E+00,+4.0424120E+00,1
-125.0000E-03,+2.7582919E+00,+3.7409044E+00,1
-124.7500E-03,+2.2055281E+00,+4.0926632E+00,1
-124.5000E-03,+3.0597995E+00,+4.1429145E+00,1
-124.2500E-03,+2.8085432E+00,+3.6906532E+00,1
-124.0000E-03,+2.7582919E+00,+4.3439195E+00,1
-123.7500E-03,+2.7582919E+00,+4.0926632E+00,1
-123.5000E-03,+2.7582919E+00,+3.9419095E+00,1
-123.2500E-03,+2.7582919E+00,+4.1429145E+00,1
-123.0000E-03,+2.5572869E+00,+4.3439195E+00,1
-122.7500E-03,+2.9090457E+00,+3.8916582E+00,1
-122.5000E-03,+2.9592970E+00,+3.9419095E+00,1
-122.2500E-03,+3.2105532E+00,+3.8916582E+00,1
-122.0000E-03,+2.9592970E+00,+4.3439195E+00,1
-121.7500E-03,+2.2557794E+00,+3.9921607E+00,1
-121.5000E-03,+3.0597995E+00,+3.5398994E+00,1
-121.2500E-03,+3.1603020E+00,+3.5398994E+00,1
-121.0000E-03,+2.9592970E+00,+3.5398994E+00,1
-120.7500E-03,+3.0095482E+00,+3.8916582E+00,1
-120.5000E-03,+3.2608045E+00,+3.8414069E+00,1
-120.2500E-03,+3.2608045E+00,+3.5901507E+00,1
-120.0000E-03,+3.3613070E+00,+3.5398994E+00,1
-119.7500E-03,+3.3110558E+00,+3.4896482E+00,1
-119.5000E-03,+3.4618095E+00,+4.0424120E+00,1
-119.2500E-03,+3.3613070E+00,+3.6404019E+00,1
-119.0000E-03,+3.5623120E+00,+3.9419095E+00,1
-118.7500E-03,+3.4115583E+00,+3.5901507E+00,1
-118.5000E-03,+3.5623120E+00,+4.0424120E+00,1
-118.2500E-03,+3.1100507E+00,+4.0926632E+00,1
-118.0000E-03,+3.3613070E+00,+3.1378894E+00,1
-117.7500E-03,+3.3110558E+00,+3.8916582E+00,1
-117.5000E-03,+3.5623120E+00,+3.8414069E+00,1
-117.2500E-03,+3.1603020E+00,+3.4896482E+00,1
-117.0000E-03,+3.1603020E+00,+3.5398994E+00,1
-116.7500E-03,+3.5120608E+00,+3.6906532E+00,1
-116.5000E-03,+3.1603020E+00,+3.4393969E+00,1
-116.2500E-03,+3.1603020E+00,+3.1378894E+00,1
-116.0000E-03,+3.1603020E+00,+2.9368843E+00,1
-115.7500E-03,+3.2105532E+00,+2.7861306E+00,1
-115.5000E-03,+3.0597995E+00,+2.9368843E+00,1
-115.2500E-03,+3.1100507E+00,+3.3891456E+00,1
-115.0000E-03,+2.5572869E+00,+3.1378894E+00,1
-114.7500E-03,+2.8085432E+00,+3.3388944E+00,1
-114.5000E-03,+2.7582919E+00,+2.7358793E+00,1
-114.2500E-03,+2.9592970E+00,+2.6353768E+00,1
-114.0000E-03,+2.7582919E+00,+2.9368843E+00,1
-113.7500E-03,+2.8085432E+00,+2.7358793E+00,1
-113.5000E-03,+2.8587944E+00,+2.9368843E+00,1
-113.2500E-03,+2.5070356E+00,+2.5851255E+00,1
-113.0000E-03,+2.7582919E+00,+2.7358793E+00,1
-112.7500E-03,+2.8587944E+00,+2.4343718E+00,1
-112.5000E-03,+2.7582919E+00,+2.4343718E+00,1
-112.2500E-03,+2.8085432E+00,+2.5348743E+00,1
-112.0000E-03,+2.7582919E+00,+2.1328642E+00,1
-111.7500E-03,+2.7582919E+00,+2.1831155E+00,1
-111.5000E-03,+2.5572869E+00,+2.3338692E+00,1
-111.2500E-03,+2.8587944E+00,+2.2836180E+00,1
-111.0000E-03,+2.7582919E+00,+1.9318592E+00,1
-110.7500E-03,+2.5572869E+00,+2.2333667E+00,1
-110.5000E-03,+2.3562819E+00,+2.0323617E+00,1
-110.2500E-03,+2.2055281E+00,+1.7308542E+00,1
-110.0000E-03,+2.1552768E+00,+1.7308542E+00,1
-109.7500E-03,+1.9040206E+00,+1.6806029E+00,1
-109.5000E-03,+2.0547743E+00,+2.0323617E+00,1
-109.2500E-03,+2.0045231E+00,+1.7308542E+00,1
-109.0000E-03,+1.9542718E+00,+1.9318592E+00,1
-108.7500E-03,+2.2557794E+00,+1.6303517E+00,1
-108.5000E-03,+2.3562819E+00,+1.8313567E+00,1
-108.2500E-03,+2.1552768E+00,+1.4293466E+00,1
-108.0000E-03,+1.9542718E+00,+1.5298491E+00,1
-107.7500E-03,+2.1050256E+00,+1.7308542E+00,1
-107.5000E-03,+2.0547743E+00,+1.8313567E+00,1
-107.2500E-03,+2.1050256E+00,+1.5801004E+00,1
-107.0000E-03,+2.3562819E+00,+1.3288441E+00,1
-106.7500E-03,+1.8537693E+00,+1.4795979E+00,1
-106.5000E-03,+2.1552768E+00,+1.8313567E+00,1
-106.2500E-03,+1.8537693E+00,+1.8816079E+00,1
-106.0000E-03,+2.1552768E+00,+1.7308542E+00,1
-105.7500E-03,+2.0045231E+00,+1.7308542E+00,1
-105.5000E-03,+1.9542718E+00,+1.7308542E+00,1
-105.2500E-03,+2.2055281E+00,+2.0826130E+00,1
-105.0000E-03,+1.9542718E+00,+1.7308542E+00,1
-104.7500E-03,+2.2055281E+00,+1.9318592E+00,1
-104.5000E-03,+2.1552768E+00,+1.7308542E+00,1
-104.2500E-03,+2.1050256E+00,+1.9318592E+00,1
-104.0000E-03,+2.1552768E+00,+2.1328642E+00,1
-103.7500E-03,+2.3060306E+00,+2.0826130E+00,1
-103.5000E-03,+2.2557794E+00,+1.8313567E+00,1
-103.2500E-03,+2.0045231E+00,+1.7811054E+00,1
-103.0000E-03,+1.9542718E+00,+926.8341E-03,1
-102.7500E-03,+2.1050256E+00,+1.9318592E+00,1
-102.5000E-03,+2.0547743E+00,+1.8313567E+00,1
-102.2500E-03,+2.3562819E+00,+2.0826130E+00,1
-102.0000E-03,+2.3562819E+00,+1.9318592E+00,1
-101.7500E-03,+1.9542718E+00,+1.9821105E+00,1
-101.5000E-03,+2.4567844E+00,+2.0323617E+00,1
-101.2500E-03,+3.0597995E+00,+1.9821105E+00,1
-101.0000E-03,+2.7582919E+00,+1.7308542E+00,1
-100.7500E-03,+3.2608045E+00,+2.0826130E+00,1
-100.5000E-03,+3.1603020E+00,+2.1328642E+00,1
-100.2500E-03,+3.1100507E+00,+2.2836180E+00,1
-100.0000E-03,+2.9592970E+00,+1.9318592E+00,0
-99.7500E-03,+3.0095482E+00,+2.0323617E+00,0
-99.5000E-03,+2.7582919E+00,+2.0323617E+00,0
-99.2500E-03,+2.9592970E+00,+2.1328642E+00,0
-99.0000E-03,+3.3613070E+00,+2.3338692E+00,0
-98.7500E-03,+3.2105532E+00,+2.1831155E+00,0
-98.5000E-03,+3.6628146E+00,+2.3338692E+00,0
-98.2500E-03,+3.2105532E+00,+2.4846230E+00,0
-98.0000E-03,+2.9592970E+00,+2.5348743E+00,0
-97.7500E-03,+3.3110558E+00,+2.3841205E+00,0
-97.5000E-03,+3.7633171E+00,+2.4343718E+00,0
-97.2500E-03,+3.6125633E+00,+2.3841205E+00,0
-97.0000E-03,+3.3613070E+00,+2.9368843E+00,0
-96.7500E-03,+3.7130658E+00,+2.7861306E+00,0
-96.5000E-03,+3.6628146E+00,+2.7358793E+00,0
-96.2500E-03,+3.8135683E+00,+2.8363818E+00,0
-96.0000E-03,+3.9643221E+00,+2.7358793E+00,0
-95.7500E-03,+3.7130658E+00,+2.8363818E+00,0
-95.5000E-03,+3.9643221E+00,+2.7358793E+00,0
-95.2500E-03,+3.8638196E+00,+3.0876381E+00,0
-95.0000E-03,+3.7633171E+00,+3.1378894E+00,0
-94.7500E-03,+4.0648246E+00,+2.7861306E+00,0
-94.5000E-03,+4.0648246E+00,+2.9368843E+00,0
-94.2500E-03,+4.0648246E+00,+2.9368843E+00,0
-94.0000E-03,+3.9643221E+00,+3.1378894E+00,0
-93.7500E-03,+4.0145733E+00,+2.6353768E+00,0
-93.5000E-03,+3.9643221E+00,+2.9368843E+00,0
-93.2500E-03,+3.9140708E+00,+2.7358793E+00,0
-93.0000E-03,+3.9643221E+00,+2.9368843E+00,0
-92.7500E-03,+4.2155784E+00,+2.8363818E+00,0
-92.5000E-03,+3.9643221E+00,+2.7358793E+00,0
-92.2500E-03,+4.0145733E+00,+2.9871356E+00,0
-92.0000E-03,+3.7633171E+00,+2.5348743E+00,0
-91.7500E-03,+3.7633171E+00,+2.6856280E+00,0
-91.5000E-03,+4.1653271E+00,+2.6353768E+00,0
-91.2500E-03,+4.0648246E+00,+2.3338692E+00,0
-91.0000E-03,+4.1653271E+00,+2.7358793E+00,0
-90.7500E-03,+3.8638196E+00,+2.7358793E+00,0
-90.5000E-03,+3.8638196E+00,+2.5348743E+00,0
-90.2500E-03,+3.7130658E+00,+2.4846230E+00,0
-90.0000E-03,+4.1653271E+00,+2.3338692E+00,0
-89.7500E-03,+4.2155784E+00,+2.3338692E+00,0
-89.5000E-03,+3.7633171E+00,+2.6353768E+00,0
-89.2500E-03,+3.8135683E+00,+2.3338692E+00,0
-89.0000E-03,+4.3663321E+00,+2.5348743E+00,0
-88.7500E-03,+3.9643221E+00,+2.1831155E+00,0
-88.5000E-03,+3.9643221E+00,+2.3338692E+00,0
-88.2500E-03,+4.1653271E+00,+1.9821105E+00,0
-88.0000E-03,+4.1653271E+00,+2.3338692E+00,0
-87.7500E-03,+3.7130658E+00,+2.2333667E+00,0
-87.5000E-03,+3.9643221E+00,+2.3338692E+00,0
-87.2500E-03,+3.5623120E+00,+2.1328642E+00,0
-87.0000E-03,+3.7633171E+00,+2.5348743E+00,0
-86.7500E-03,+3.7633171E+00,+2.2333667E+00,0
-86.5000E-03,+3.7633171E+00,+2.2333667E+00,0
-86.2500E-03,+4.2658296E+00,+2.3338692E+00,0
-86.0000E-03,+3.7633171E+00,+2.3338692E+00,0
-85.7500E-03,+3.4618095E+00,+2.3338692E+00,0
-85.5000E-03,+4.0648246E+00,+2.4343718E+00,0
-85.2500E-03,+3.7130658E+00,+2.3841205E+00,0
-85.0000E-03,+3.5623120E+00,+2.5348743E+00,0
-84.7500E-03,+3.7633171E+00,+2.6353768E+00,0
-84.5000E-03,+3.7633171E+00,+2.4343718E+00,0
-84.2500E-03,+3.7633171E+00,+2.3338692E+00,0
-84.0000E-03,+3.9643221E+00,+2.5348743E+00,0
-83.7500E-03,+3.6628146E+00,+2.4343718E+00,0
-83.5000E-03,+3.7633171E+00,+2.5348743E+00,0
-83.2500E-03,+3.5623120E+00,+2.5851255E+00,0
-83.0000E-03,+3.7633171E+00,+2.5348743E+00,0
-82.7500E-03,+3.6628146E+00,+2.4343718E+00,0
-82.5000E-03,+3.6628146E+00,+2.4343718E+00,0
-82.2500E-03,+3.6628146E+00,+2.3338692E+00,0
-82.0000E-03,+3.9643221E+00,+2.3338692E+00,0
-81.7500E-03,+3.5120608E+00,+2.3338692E+00,0
-81.5000E-03,+3.5623120E+00,+2.2333667E+00,0
-81.2500E-03,+3.7633171E+00,+2.3841205E+00,0
-81.0000E-03,+3.7633171E+00,+2.1328642E+00,0
-80.7500E-03,+3.7633171E+00,+2.3338692E+00,0
-80.5000E-03,+3.6628146E+00,+2.3338692E+00,0
-80.2500E-03,+3.5120608E+00,+2.4343718E+00,0
-80.0000E-03,+3.9643221E+00,+1.9318592E+00,0
-79.7500E-03,+3.7130658E+00,+2.1831155E+00,0
-79.5000E-03,+3.7633171E+00,+2.4343718E+00,0
-79.2500E-03,+3.4115583E+00,+2.3841205E+00,0
-79.0000E-03,+3.7633171E+00,+2.1328642E+00,0
-78.7500E-03,+3.5623120E+00,+2.2333667E+00,0
-78.5000E-03,+4.1653271E+00,+2.6353768E+00,0
-78.2500E-03,+4.1653271E+00,+2.2333667E+00,0
-78.0000E-03,+3.9643221E+00,+2.1328642E+00,0
-77.7500E-03,+4.1150759E+00,+2.3841205E+00,0
-77.5000E-03,+4.0648246E+00,+2.5348743E+00,0
-77.2500E-03,+4.0145733E+00,+2.6856280E+00,0
-77.0000E-03,+4.1653271E+00,+2.9368843E+00,0
-76.7500E-03,+4.1150759E+00,+2.8363818E+00,0
-76.5000E-03,+4.2658296E+00,+3.0373868E+00,0
-76.2500E-03,+4.1150759E+00,+2.7358793E+00,0
-76.0000E-03,+4.3663321E+00,+2.5348743E+00,0
-75.7500E-03,+4.1653271E+00,+3.2383919E+00,0
-75.5000E-03,+4.2658296E+00,+3.2383919E+00,0
-75.2500E-03,+4.2658296E+00,+3.4896482E+00,0
-75.0000E-03,+3.9643221E+00,+2.7358793E+00,0
-74.7500E-03,+4.3160809E+00,+3.3891456E+00,0
-74.5000E-03,+4.1653271E+00,+3.5398994E+00,0
-74.2500E-03,+4.1150759E+00,+3.3388944E+00,0
-74.0000E-03,+4.5673372E+00,+3.7409044E+00,0
-73.7500E-03,+4.3663321E+00,+3.9419095E+00,0
-73.5000E-03,+4.1653271E+00,+3.6404019E+00,0
-73.2500E-03,+4.1150759E+00,+3.9921607E+00,0
-73.0000E-03,+4.1653271E+00,+3.9419095E+00,0
-72.7500E-03,+4.3160809E+00,+3.7911557E+00,0
-72.5000E-03,+4.4668347E+00,+3.9419095E+00,0
-72.2500E-03,+4.4668347E+00,+3.9921607E+00,0
-72.0000E-03,+4.3663321E+00,+3.9419095E+00,0
-71.7500E-03,+4.4165834E+00,+4.1429145E+00,0
-71.5000E-03,+4.3663321E+00,+4.2434170E+00,0
-71.2500E-03,+4.1653271E+00,+4.2936683E+00,0
-71.0000E-03,+4.1653271E+00,+3.9419095E+00,0
-70.7500E-03,+4.2155784E+00,+4.3439195E+00,0
-70.5000E-03,+4.2658296E+00,+4.1429145E+00,0
-70.2500E-03,+3.8135683E+00,+4.0424120E+00,0
-70.0000E-03,+3.9643221E+00,+4.3439195E+00,0
-69.7500E-03,+3.7633171E+00,+4.0926632E+00,0
-69.5000E-03,+3.7633171E+00,+4.2434170E+00,0
-69.2500E-03,+3.8638196E+00,+4.4946733E+00,0
-69.0000E-03,+3.7633171E+00,+4.3439195E+00,0
-68.7500E-03,+3.6125633E+00,+4.2434170E+00,0
-68.5000E-03,+3.5623120E+00,+4.1429145E+00,0
-68.2500E-03,+2.9592970E+00,+4.1931657E+00,0
-68.0000E-03,+3.1603020E+00,+4.5449245E+00,0
-67.7500E-03,+3.4115583E+00,+3.9419095E+00,0
-67.5000E-03,+2.8587944E+00,+4.2434170E+00,0
-67.2500E-03,+2.9090457E+00,+4.2936683E+00,0
-67.0000E-03,+3.1603020E+00,+4.1429145E+00,0
-66.7500E-03,+2.8587944E+00,+4.3439195E+00,0
-66.5000E-03,+2.9592970E+00,+4.0424120E+00,0
-66.2500E-03,+3.1603020E+00,+4.1429145E+00,0
-66.0000E-03,+3.1603020E+00,+3.9419095E+00,0
-65.7500E-03,+2.7080407E+00,+3.9921607E+00,0
-65.5000E-03,+2.9592970E+00,+4.1429145E+00,0
-65.2500E-03,+2.4065331E+00,+4.3439195E+00,0
-65.0000E-03,+1.9542718E+00,+4.3439195E+00,0
-64.7500E-03,+2.8085432E+00,+3.9921607E+00,0
-64.5000E-03,+2.6577894E+00,+4.0424120E+00,0
-64.2500E-03,+3.0095482E+00,+4.0926632E+00,0
-64.0000E-03,+2.7582919E+00,+4.1429145E+00,0
-63.7500E-03,+2.4567844E+00,+4.3941708E+00,0
-63.5000E-03,+2.5572869E+00,+4.2434170E+00,0
-63.2500E-03,+2.3060306E+00,+4.1931657E+00,0
-63.0000E-03,+2.3562819E+00,+4.3439195E+00,0
-62.7500E-03,+1.9542718E+00,+3.8916582E+00,0
-62.5000E-03,+2.1552768E+00,+4.1429145E+00,0
-62.2500E-03,+2.1050256E+00,+3.8916582E+00,0
-62.0000E-03,+2.3562819E+00,+3.7409044E+00,0
-61.7500E-03,+2.0045231E+00,+3.9419095E+00,0
-61.5000E-03,+1.6527643E+00,+4.0424120E+00,0
-61.2500E-03,+1.5020105E+00,+4.1931657E+00,0
-61.0000E-03,+1.9542718E+00,+3.7409044E+00,0
-60.7500E-03,+1.9542718E+00,+4.1429145E+00,0
-60.5000E-03,+2.1552768E+00,+3.8414069E+00,0
-60.2500E-03,+2.0045231E+00,+3.8916582E+00,0
-60.0000E-03,+2.1552768E+00,+4.3439195E+00,0
-59.7500E-03,+2.1050256E+00,+3.8916582E+00,0
-59.5000E-03,+1.8537693E+00,+4.2434170E+00,0
-59.2500E-03,+2.1552768E+00,+3.8916582E+00,0
-59.0000E-03,+2.1552768E+00,+3.7409044E+00,0
-58.7500E-03,+1.9542718E+00,+3.9921607E+00,0
-58.5000E-03,+2.3562819E+00,+3.8414069E+00,0
-58.2500E-03,+2.3562819E+00,+3.8916582E+00,0
-58.0000E-03,+2.3562819E+00,+4.1429145E+00,0
-57.7500E-03,+2.3060306E+00,+4.3941708E+00,0
-57.5000E-03,+2.2557794E+00,+3.8414069E+00,0
-57.2500E-03,+2.2557794E+00,+4.0926632E+00,0
-57.0000E-03,+2.3562819E+00,+3.9419095E+00,0
-56.7500E-03,+2.7080407E+00,+4.0926632E+00,0
-56.5000E-03,+2.5572869E+00,+4.0424120E+00,0
-56.2500E-03,+2.5572869E+00,+4.1931657E+00,0
-56.0000E-03,+2.5572869E+00,+3.9419095E+00,0
-55.7500E-03,+2.4065331E+00,+4.2936683E+00,0
-55.5000E-03,+2.7582919E+00,+3.7409044E+00,0
-55.2500E-03,+2.5572869E+00,+4.2434170E+00,0
-55.0000E-03,+2.7582919E+00,+4.1429145E+00,0
-54.7500E-03,+2.6075382E+00,+4.1931657E+00,0
-54.5000E-03,+2.6577894E+00,+4.4444220E+00,0
-54.2500E-03,+2.6075382E+00,+3.8916582E+00,0
-54.0000E-03,+2.5572869E+00,+4.1429145E+00,0
-53.7500E-03,+2.9090457E+00,+4.1931657E+00,0
-53.5000E-03,+2.5572869E+00,+4.5449245E+00,0
-53.2500E-03,+2.5572869E+00,+4.3439195E+00,0
-53.0000E-03,+2.7582919E+00,+4.7459296E+00,0
-52.7500E-03,+2.6577894E+00,+4.2434170E+00,0
-52.5000E-03,+2.5572869E+00,+4.0424120E+00,0
-52.2500E-03,+2.7080407E+00,+4.3439195E+00,0
-52.0000E-03,+2.9592970E+00,+4.3439195E+00,0
-51.7500E-03,+2.9592970E+00,+4.3941708E+00,0
-51.5000E-03,+3.0597995E+00,+4.1429145E+00,0
-51.2500E-03,+2.7582919E+00,+4.2434170E+00,0
-51.0000E-03,+2.9592970E+00,+4.1429145E+00,0
-50.7500E-03,+3.2608045E+00,+4.4444220E+00,0
-50.5000E-03,+3.1603020E+00,+4.3439195E+00,0
-50.2500E-03,+3.1603020E+00,+4.2936683E+00,0
-50.0000E-03,+3.5623120E+00,+4.3439195E+00,0
-49.7500E-03,+3.0095482E+00,+4.0926632E+00,0
-49.5000E-03,+3.3613070E+00,+4.3439195E+00,0
-49.2500E-03,+3.5623120E+00,+4.1429145E+00,0
-49.0000E-03,+2.9592970E+00,+4.1429145E+00,0
-48.7500E-03,+3.3613070E+00,+3.9921607E+00,0
-48.5000E-03,+3.3613070E+00,+4.4444220E+00,0
-48.2500E-03,+3.2105532E+00,+4.5951758E+00,0
-48.0000E-03,+3.3613070E+00,+4.1429145E+00,0
-47.7500E-03,+3.7130658E+00,+4.2434170E+00,0
-47.5000E-03,+3.6628146E+00,+4.3439195E+00,0
-47.2500E-03,+3.5120608E+00,+4.3439195E+00,0
-47.0000E-03,+3.5623120E+00,+4.3439195E+00,0
-46.7500E-03,+3.3613070E+00,+4.2434170E+00,0
-46.5000E-03,+3.4618095E+00,+4.0424120E+00,0
-46.2500E-03,+3.5623120E+00,+4.0424120E+00,0
-46.0000E-03,+3.5623120E+00,+4.1429145E+00,0
-45.7500E-03,+3.5623120E+00,+4.2434170E+00,0
-45.5000E-03,+3.4618095E+00,+3.7409044E+00,0
-45.2500E-03,+3.3110558E+00,+3.8916582E+00,0
-45.0000E-03,+3.5623120E+00,+3.9419095E+00,0
-44.7500E-03,+3.2105532E+00,+3.8916582E+00,0
-44.5000E-03,+3.3613070E+00,+3.6404019E+00,0
-44.2500E-03,+3.4618095E+00,+3.6906532E+00,0
-44.0000E-03,+3.1603020E+00,+3.7409044E+00,0
-43.7500E-03,+2.8587944E+00,+3.5901507E+00,0
-43.5000E-03,+3.3613070E+00,+3.4393969E+00,0
-43.2500E-03,+3.3613070E+00,+3.5901507E+00,0
-43.0000E-03,+2.9592970E+00,+3.3388944E+00,0
-42.7500E-03,+3.1603020E+00,+3.5901507E+00,0
-42.5000E-03,+3.0597995E+00,+3.3388944E+00,0
-42.2500E-03,+3.0597995E+00,+3.3891456E+00,0
-42.0000E-03,+2.9592970E+00,+3.3388944E+00,0
-41.7500E-03,+2.6075382E+00,+2.9368843E+00,0
-41.5000E-03,+2.9592970E+00,+2.9368843E+00,0
-41.2500E-03,+3.1100507E+00,+3.2383919E+00,0
-41.0000E-03,+2.7582919E+00,+2.9368843E+00,0
-40.7500E-03,+2.9592970E+00,+3.1378894E+00,0
-40.5000E-03,+2.8587944E+00,+3.0373868E+00,0
-40.2500E-03,+2.8587944E+00,+2.9871356E+00,0
-40.0000E-03,+2.7582919E+00,+2.7358793E+00,0
-39.7500E-03,+2.6577894E+00,+2.8363818E+00,0
-39.5000E-03,+2.7582919E+00,+2.5348743E+00,0
-39.2500E-03,+2.4065331E+00,+2.7861306E+00,0
-39.0000E-03,+2.7582919E+00,+2.5348743E+00,0
-38.7500E-03,+2.7080407E+00,+2.1831155E+00,0
-38.5000E-03,+2.1552768E+00,+2.2333667E+00,0
-38.2500E-03,+2.4065331E+00,+2.2836180E+00,0
-38.0000E-03,+2.5572869E+00,+1.9318592E+00,0
-37.7500E-03,+2.4567844E+00,+2.2333667E+00,0
-37.5000E-03,+2.1552768E+00,+1.9318592E+00,0
-37.2500E-03,+2.1552768E+00,+1.9821105E+00,0
-37.0000E-03,+2.5572869E+00,+2.1328642E+00,0
-36.7500E-03,+2.4065331E+00,+2.0826130E+00,0
-36.5000E-03,+2.1552768E+00,+1.4293466E+00,0
-36.2500E-03,+2.2055281E+00,+1.7308542E+00,0
-36.0000E-03,+1.9542718E+00,+2.1328642E+00,0
-35.7500E-03,+2.4065331E+00,+1.8816079E+00,0
-35.5000E-03,+2.0547743E+00,+1.7308542E+00,0
-35.2500E-03,+2.3562819E+00,+1.6806029E+00,0
-35.0000E-03,+2.1552768E+00,+1.7308542E+00,0
-34.7500E-03,+2.2055281E+00,+1.4795979E+00,0
-34.5000E-03,+1.9542718E+00,+1.8313567E+00,0
-34.2500E-03,+2.2557794E+00,+1.9318592E+00,0
-34.0000E-03,+1.1502517E+00,+1.9318592E+00,0
-33.7500E-03,+2.2055281E+00,+1.6303517E+00,0
-33.5000E-03,+2.3562819E+00,+1.5298491E+00,0
-33.2500E-03,+2.2557794E+00,+1.8816079E+00,0
-33.0000E-03,+3.3613070E+00,+1.7308542E+00,0
-32.7500E-03,+2.8587944E+00,+2.0323617E+00,0
-32.5000E-03,+2.5572869E+00,+1.8313567E+00,0
-32.2500E-03,+2.7080407E+00,+2.0826130E+00,0
-32.0000E-03,+2.1552768E+00,+1.7308542E+00,0
-31.7500E-03,+3.3110558E+00,+2.1831155E+00,0
-31.5000E-03,+2.8587944E+00,+1.9318592E+00,0
-31.2500E-03,+2.8085432E+00,+1.9821105E+00,0
-31.0000E-03,+2.9592970E+00,+1.9318592E+00,0
-30.7500E-03,+3.2105532E+00,+2.1831155E+00,0
-30.5000E-03,+3.1603020E+00,+2.0323617E+00,0
-30.2500E-03,+3.5120608E+00,+1.9318592E+00,0
-30.0000E-03,+3.3613070E+00,+2.1328642E+00,0
-29.7500E-03,+3.6628146E+00,+2.3338692E+00,0
-29.5000E-03,+3.5623120E+00,+2.3338692E+00,0
-29.2500E-03,+3.6628146E+00,+2.2333667E+00,0
-29.0000E-03,+4.1653271E+00,+2.1328642E+00,0
-28.7500E-03,+4.1653271E+00,+2.4846230E+00,0
-28.5000E-03,+3.9643221E+00,+2.3338692E+00,0
-28.2500E-03,+3.8638196E+00,+2.5348743E+00,0
-28.0000E-03,+3.7633171E+00,+2.3338692E+00,0
-27.7500E-03,+4.0145733E+00,+2.6353768E+00,0
-27.5000E-03,+4.1653271E+00,+2.3338692E+00,0
-27.2500E-03,+4.3663321E+00,+2.7358793E+00,0
-27.0000E-03,+4.1653271E+00,+2.7358793E+00,0
-26.7500E-03,+4.2155784E+00,+2.3841205E+00,0
-26.5000E-03,+4.5673372E+00,+2.8363818E+00,0
-26.2500E-03,+4.4165834E+00,+2.7358793E+00,0
-26.0000E-03,+4.3663321E+00,+2.5348743E+00,0
-25.7500E-03,+4.3663321E+00,+2.8363818E+00,0
-25.5000E-03,+4.4668347E+00,+2.6353768E+00,0
