x-axis,1,2,EXT
second,Volt,Volt,
-189.7500E-03,+3.5623120E+00,+3.8916582E+00,1
-189.5000E-03,+3.4618095E+00,+4.2434170E+00,1
-189.2500E-03,+3.4618095E+00,+4.1429145E+00,1
-189.0000E-03,+3.9643221E+00,+3.9419095E+00,1
-188.7500E-03,+3.1603020E+00,+3.8414069E+00,1
-188.5000E-03,+3.5623120E+00,+3.6404019E+00,1
-188.2500E-03,+3.3613070E+00,+4.0424120E+00,1
-188.0000E-03,+3.1603020E+00,+4.3439195E+00,1
-187.7500E-03,+3.2105532E+00,+3.4896482E+00,1
-187.5000E-03,+3.1603020E+00,+3.8414069E+00,1
-187.2500E-03,+3.4115583E+00,+3.7911557E+00,1
-187.0000E-03,+3.1603020E+00,+3.5398994E+00,1
-186.7500E-03,+3.3613070E+00,+3.3891456E+00,1
-186.5000E-03,+3.0597995E+00,+3.7409044E+00,1
-186.2500E-03,+3.0095482E+00,+3.0876381E+00,1
-186.0000E-03,+3.1603020E+00,+3.7409044E+00,1
-185.7500E-03,+3.0597995E+00,+3.1378894E+00,1
-185.5000E-03,+3.0597995E+00,+3.2383919E+00,1
-185.2500E-03,+3.3110558E+00,+3.1378894E+00,1
-185.0000E-03,+2.7582919E+00,+3.3388944E+00,1
-184.7500E-03,+2.8085432E+00,+3.1881406E+00,1
-184.5000E-03,+3.0597995E+00,+3.1378894E+00,1
-184.2500E-03,+2.8587944E+00,+3.0876381E+00,1
-184.0000E-03,+2.5572869E+00,+2.9368843E+00,1
-183.7500E-03,+2.7582919E+00,+3.0373868E+00,1
-183.5000E-03,+2.9592970E+00,+3.0373868E+00,1
-183.2500E-03,+3.1100507E+00,+2.6353768E+00,1
-183.0000E-03,+2.7582919E+00,+2.5348743E+00,1
-182.7500E-03,+2.7582919E+00,+2.8866331E+00,1
-182.5000E-03,+2.5572869E+00,+2.6353768E+00,1
-182.2500E-03,+2.6075382E+00,+2.5348743E+00,1
-182.0000E-03,+3.1603020E+00,+2.3338692E+00,1
-181.7500E-03,+2.5572869E+00,+2.3338692E+00,1
-181.5000E-03,+2.5572869E+00,+1.9318592E+00,1
-181.2500E-03,+2.1552768E+00,+2.7358793E+00,1
-181.0000E-03,+2.5572869E+00,+2.3338692E+00,1
-180.7500E-03,+2.3562819E+00,+1.8816079E+00,1
-180.5000E-03,+2.2557794E+00,+1.5298491E+00,1
-180.2500E-03,+2.0045231E+00,+1.9318592E+00,1
-180.0000E-03,+2.3562819E+00,+1.9318592E+00,1
-179.7500E-03,+2.1552768E+00,+1.6303517E+00,1
-179.5000E-03,+2.2557794E+00,+1.6303517E+00,1
-179.2500E-03,+2.0045231E+00,+2.0323617E+00,1
-179.0000E-03,+1.7532668E+00,+1.7308542E+00,1
-178.7500E-03,+2.1552768E+00,+1.4795979E+00,1
-178.5000E-03,+2.2557794E+00,+1.3288441E+00,1
-178.2500E-03,+2.1050256E+00,+1.6806029E+00,1
-178.0000E-03,+2.1552768E+00,+1.7308542E+00,1
-177.7500E-03,+2.1050256E+00,+1.7811054E+00,1
-177.5000E-03,+2.5572869E+00,+2.1328642E+00,1
-177.2500E-03,+2.8085432E+00,+1.7811054E+00,1
-177.0000E-03,+2.3562819E+00,+1.9318592E+00,1
-176.7500E-03,+2.3060306E+00,+1.6303517E+00,1
-176.5000E-03,+2.4567844E+00,+1.8313567E+00,1
-176.2500E-03,+2.0547743E+00,+1.9318592E+00,1
-176.0000E-03,+2.3562819E+00,+1.9318592E+00,1
-175.7500E-03,+2.2055281E+00,+1.9821105E+00,1
-175.5000E-03,+2.7582919E+00,+1.8313567E+00,1
-175.2500E-03,+2.4567844E+00,+2.0323617E+00,1
-175.0000E-03,+2.9592970E+00,+2.3338692E+00,1
-174.7500E-03,+3.1603020E+00,+2.2333667E+00,1
-174.5000E-03,+2.4567844E+00,+1.9318592E+00,1
-174.2500E-03,+3.2608045E+00,+2.0323617E+00,1
-174.0000E-03,+2.9592970E+00,+2.1328642E+00,1
-173.7500E-03,+3.4115583E+00,+2.3338692E+00,1
-173.5000E-03,+3.4618095E+00,+2.1328642E+00,1
-173.2500E-03,+2.8085432E+00,+1.9821105E+00,1
-173.0000E-03,+3.1603020E+00,+2.3338692E+00,1
-172.7500E-03,+3.7633171E+00,+2.1831155E+00,1
-172.5000E-03,+3.7633171E+00,+2.1328642E+00,1
-172.2500E-03,+3.8638196E+00,+2.1831155E+00,1
-172.0000E-03,+3.5623120E+00,+2.5348743E+00,1
-171.7500E-03,+3.6125633E+00,+2.1328642E+00,1
-171.5000E-03,+3.8638196E+00,+2.1328642E+00,1
-171.2500E-03,+4.1653271E+00,+2.1328642E+00,1
-171.0000E-03,+4.5673372E+00,+2.3338692E+00,1
-170.7500E-03,+3.8638196E+00,+2.6353768E+00,1
-170.5000E-03,+4.0648246E+00,+2.4343718E+00,1
-170.2500E-03,+4.1150759E+00,+2.3338692E+00,1
-170.0000E-03,+4.1653271E+00,+2.5348743E+00,1
-169.7500E-03,+4.0648246E+00,+2.5348743E+00,1
-169.5000E-03,+4.1653271E+00,+2.4343718E+00,1
-169.2500E-03,+4.0145733E+00,+2.6856280E+00,1
-169.0000E-03,+4.3663321E+00,+2.9368843E+00,1
-168.7500E-03,+4.3160809E+00,+2.5851255E+00,1
-168.5000E-03,+4.3663321E+00,+2.9368843E+00,1
-168.2500E-03,+4.3663321E+00,+2.6856280E+00,1
-168.0000E-03,+4.3663321E+00,+2.7358793E+00,1
-167.7500E-03,+4.4668347E+00,+2.9368843E+00,1
-167.5000E-03,+4.4668347E+00,+3.0373868E+00,1
-167.2500E-03,+4.2155784E+00,+2.8866331E+00,1
-167.0000E-03,+4.7683422E+00,+2.7358793E+00,1
-166.7500E-03,+4.4165834E+00,+2.9871356E+00,1
-166.5000E-03,+4.4668347E+00,+3.1378894E+00,1
-166.2500E-03,+4.5170859E+00,+3.0373868E+00,1
-166.0000E-03,+4.3663321E+00,+2.9368843E+00,1
-165.7500E-03,+4.5170859E+00,+2.9871356E+00,1
-165.5000E-03,+4.6678397E+00,+3.0373868E+00,1
-165.2500E-03,+4.3160809E+00,+2.7861306E+00,1
-165.0000E-03,+4.5673372E+00,+2.7358793E+00,1
-164.7500E-03,+4.8688447E+00,+2.7861306E+00,1
-164.5000E-03,+4.6678397E+00,+2.8363818E+00,1
-164.2500E-03,+4.7180909E+00,+2.8866331E+00,1
-164.0000E-03,+4.3663321E+00,+2.9368843E+00,1
-163.7500E-03,+4.4165834E+00,+2.8363818E+00,1
-163.5000E-03,+4.3663321E+00,+2.7358793E+00,1
-163.2500E-03,+4.5673372E+00,+2.8866331E+00,1
-163.0000E-03,+4.5673372E+00,+2.3338692E+00,1
-162.7500E-03,+4.6175884E+00,+2.7358793E+00,1
-162.5000E-03,+4.3663321E+00,+2.6353768E+00,1
-162.2500E-03,+4.5673372E+00,+2.7358793E+00,1
-162.0000E-03,+4.5673372E+00,+2.3338692E+00,1
-161.7500E-03,+4.3160809E+00,+2.8363818E+00,1
-161.5000E-03,+4.6678397E+00,+2.7358793E+00,1
-161.2500E-03,+4.5673372E+00,+2.3338692E+00,1
-161.0000E-03,+4.7683422E+00,+2.5348743E+00,1
-160.7500E-03,+4.4668347E+00,+2.4343718E+00,1
-160.5000E-03,+4.4668347E+00,+2.1328642E+00,1
-160.2500E-03,+4.3160809E+00,+2.3338692E+00,1
-160.0000E-03,+4.5673372E+00,+2.1328642E+00,1
-159.7500E-03,+4.6175884E+00,+2.1328642E+00,1
-159.5000E-03,+4.5673372E+00,+2.4343718E+00,1
-159.2500E-03,+4.3160809E+00,+2.1831155E+00,1
-159.0000E-03,+4.5673372E+00,+2.5348743E+00,1
-158.7500E-03,+4.4668347E+00,+2.2333667E+00,1
-158.5000E-03,+4.3663321E+00,+2.2333667E+00,1
-158.2500E-03,+4.3160809E+00,+2.2836180E+00,1
-158.0000E-03,+4.1653271E+00,+2.5348743E+00,1
-157.7500E-03,+4.0145733E+00,+2.4343718E+00,1
-157.5000E-03,+4.0648246E+00,+2.7358793E+00,1
-157.2500E-03,+4.1653271E+00,+2.6856280E+00,1
-157.0000E-03,+3.7633171E+00,+2.7358793E+00,1
-156.7500E-03,+4.1653271E+00,+2.6856280E+00,1
-156.5000E-03,+3.8638196E+00,+3.0373868E+00,1
-156.2500E-03,+4.3160809E+00,+2.9871356E+00,1
-156.0000E-03,+3.7633171E+00,+2.9368843E+00,1
-155.7500E-03,+4.4165834E+00,+3.1378894E+00,1
-155.5000E-03,+3.9643221E+00,+2.6353768E+00,1
-155.2500E-03,+4.1150759E+00,+2.5851255E+00,1
-155.0000E-03,+3.9643221E+00,+2.7358793E+00,1
-154.7500E-03,+3.6125633E+00,+3.0876381E+00,1
-154.5000E-03,+3.9643221E+00,+3.0373868E+00,1
-154.2500E-03,+3.9140708E+00,+2.9368843E+00,1
-154.0000E-03,+3.7633171E+00,+2.7358793E+00,1
-153.7500E-03,+4.0145733E+00,+2.9871356E+00,1
-153.5000E-03,+3.8638196E+00,+2.8363818E+00,1
-153.2500E-03,+4.0145733E+00,+2.9871356E+00,1
-153.0000E-03,+3.7633171E+00,+2.9368843E+00,1
-152.7500E-03,+4.1150759E+00,+2.9368843E+00,1
-152.5000E-03,+4.1653271E+00,+3.1378894E+00,1
-152.2500E-03,+4.0648246E+00,+3.1881406E+00,1
-152.0000E-03,+3.7633171E+00,+3.3388944E+00,1
-151.7500E-03,+4.4165834E+00,+3.0876381E+00,1
-151.5000E-03,+4.2658296E+00,+3.2383919E+00,1
-151.2500E-03,+4.3663321E+00,+3.0876381E+00,1
-151.0000E-03,+3.9643221E+00,+3.3388944E+00,1
-150.7500E-03,+4.0145733E+00,+3.3388944E+00,1
-150.5000E-03,+4.0648246E+00,+3.4393969E+00,1
-150.2500E-03,+4.2658296E+00,+3.2383919E+00,1
-150.0000E-03,+4.3663321E+00,+2.9368843E+00,1
-149.7500E-03,+4.2155784E+00,+3.2383919E+00,1
-149.5000E-03,+4.5673372E+00,+2.9368843E+00,1
-149.2500E-03,+4.0648246E+00,+3.4393969E+00,1
-149.0000E-03,+4.3663321E+00,+3.1378894E+00,1
-148.7500E-03,+4.4165834E+00,+3.7911557E+00,1
-148.5000E-03,+4.6678397E+00,+3.4393969E+00,1
-148.2500E-03,+4.7180909E+00,+3.6404019E+00,1
-148.0000E-03,+4.5673372E+00,+4.1429145E+00,1
-147.7500E-03,+4.6175884E+00,+3.6906532E+00,1
-147.5000E-03,+4.5673372E+00,+3.8414069E+00,1
-147.2500E-03,+4.7180909E+00,+3.9419095E+00,1
-147.0000E-03,+4.1653271E+00,+4.1429145E+00,1
-146.7500E-03,+4.5673372E+00,+3.9419095E+00,1
-146.5000E-03,+4.6678397E+00,+3.9419095E+00,1
-146.2500E-03,+4.7180909E+00,+3.7911557E+00,1
-146.0000E-03,+4.5673372E+00,+4.1429145E+00,1
-145.7500E-03,+4.5673372E+00,+3.9921607E+00,1
-145.5000E-03,+4.3663321E+00,+4.2434170E+00,1
-145.2500E-03,+4.6175884E+00,+4.1931657E+00,1
-145.0000E-03,+4.7683422E+00,+4.3439195E+00,1
-144.7500E-03,+4.7683422E+00,+4.3941708E+00,1
-144.5000E-03,+4.5673372E+00,+4.4444220E+00,1
-144.2500E-03,+4.2155784E+00,+4.5449245E+00,1
-144.0000E-03,+4.9693472E+00,+4.5449245E+00,1
-143.7500E-03,+4.3663321E+00,+4.3941708E+00,1
-143.5000E-03,+4.7683422E+00,+4.3439195E+00,1
-143.2500E-03,+4.8185935E+00,+4.4946733E+00,1
-143.0000E-03,+4.5673372E+00,+4.5449245E+00,1
-142.7500E-03,+4.4165834E+00,+4.4946733E+00,1
-142.5000E-03,+4.2658296E+00,+4.8464321E+00,1
-142.2500E-03,+4.5673372E+00,+4.0926632E+00,1
-142.0000E-03,+4.7683422E+00,+4.7459296E+00,1
-141.7500E-03,+4.5170859E+00,+4.1931657E+00,1
-141.5000E-03,+4.3663321E+00,+4.1429145E+00,1
-141.2500E-03,+4.0648246E+00,+4.3941708E+00,1
-141.0000E-03,+4.5673372E+00,+4.5449245E+00,1
-140.7500E-03,+4.0648246E+00,+4.4946733E+00,1
-140.5000E-03,+3.9643221E+00,+4.2434170E+00,1
-140.2500E-03,+3.8135683E+00,+4.3439195E+00,1
-140.0000E-03,+4.3663321E+00,+4.1429145E+00,1
-139.7500E-03,+3.9643221E+00,+4.2434170E+00,1
-139.5000E-03,+3.8638196E+00,+4.5449245E+00,1
-139.2500E-03,+3.9140708E+00,+4.2434170E+00,1
-139.0000E-03,+4.1653271E+00,+4.5449245E+00,1
-138.7500E-03,+3.6125633E+00,+4.0926632E+00,1
-138.5000E-03,+3.6628146E+00,+4.0424120E+00,1
-138.2500E-03,+3.4618095E+00,+4.0424120E+00,1
-138.0000E-03,+3.3613070E+00,+4.3439195E+00,1
