
+1.800500E+00,+3.145101E+00,+1.862764E+00,1
+1.803000E+00,+2.881281E+00,+2.132864E+00,1
+1.805500E+00,+3.622488E+00,+2.566281E+00,1
+1.808000E+00,+3.886307E+00,+2.773568E+00,1
+1.810500E+00,+3.760678E+00,+2.936884E+00,1
+1.813000E+00,+4.269472E+00,+2.534874E+00,1
+1.815500E+00,+4.300879E+00,+2.333869E+00,1
+1.818000E+00,+3.886307E+00,+2.333869E+00,1
+1.820500E+00,+3.352387E+00,+2.472060E+00,1
+1.823000E+00,+3.503141E+00,+2.717035E+00,1
+1.825500E+00,+3.440327E+00,+3.012261E+00,1
+1.828000E+00,+4.043342E+00,+2.974573E+00,1
+1.830500E+00,+4.426508E+00,+3.401708E+00,1
+1.833000E+00,+4.413945E+00,+3.941909E+00,1
+1.835500E+00,+2.680276E+00,+3.941909E+00,1
+1.838000E+00,+2.391332E+00,+3.502211E+00,1
+1.840500E+00,+2.479271E+00,+3.803719E+00,1
+1.843000E+00,+1.895101E+00,+3.558744E+00,1
+1.845500E+00,+2.246859E+00,+3.941909E+00,1
+1.848000E+00,+2.516960E+00,+4.061256E+00,1
+1.850500E+00,+3.013191E+00,+3.608995E+00,1
+1.853000E+00,+3.082287E+00,+3.414271E+00,1
+1.855500E+00,+3.176508E+00,+4.312512E+00,1
+1.858000E+00,+3.484297E+00,+4.098945E+00,1
+1.860500E+00,+3.283292E+00,+3.263517E+00,1
+1.863000E+00,+3.427764E+00,+2.679347E+00,1
+1.865500E+00,+2.341080E+00,+1.762261E+00,1
+1.868000E+00,+2.196608E+00,+1.567538E+00,1
+1.870500E+00,+2.611181E+00,+1.862764E+00,1
+1.873000E+00,+2.680276E+00,+1.894171E+00,1
+1.875500E+00,+2.805905E+00,+2.566281E+00,1
+1.878000E+00,+3.848618E+00,+2.534874E+00,1
+1.880500E+00,+4.483040E+00,+3.137889E+00,1
+1.883000E+00,+3.704146E+00,+2.918040E+00,1
+1.885500E+00,+3.748116E+00,+2.673065E+00,1
+1.888000E+00,+4.125000E+00,+2.214523E+00,1
+1.890500E+00,+3.616206E+00,+2.673065E+00,1
+1.893000E+00,+3.886307E+00,+1.931859E+00,1
+1.895500E+00,+4.024498E+00,+2.057487E+00,1
+1.898000E+00,+4.168970E+00,+3.093920E+00,1
+1.900500E+00,+4.420226E+00,+3.879095E+00,0
+1.903000E+00,+4.288317E+00,+4.067538E+00,0
+1.905500E+00,+3.314699E+00,+4.218291E+00,0
+1.908000E+00,+2.887563E+00,+3.897940E+00,0
+1.910500E+00,+2.692839E+00,+4.073819E+00,0
+1.913000E+00,+2.114950E+00,+3.941909E+00,0
+1.915500E+00,+2.215452E+00,+3.678090E+00,0
+1.918000E+00,+2.359925E+00,+3.577588E+00,0
+1.920500E+00,+2.680276E+00,+3.797437E+00,0
+1.923000E+00,+2.881281E+00,+3.797437E+00,0
+1.925500E+00,+3.283292E+00,+3.539899E+00,0
+1.928000E+00,+3.528266E+00,+3.464523E+00,0
+1.930500E+00,+3.484297E+00,+3.740904E+00,0
+1.933000E+00,+2.900126E+00,+2.208241E+00,0
+1.935500E+00,+2.510678E+00,+2.088894E+00,0
+1.938000E+00,+2.278266E+00,+1.410502E+00,0
+1.940500E+00,+2.014447E+00,+1.397940E+00,0
+1.943000E+00,+2.297111E+00,+1.749698E+00,0
+1.945500E+00,+3.452890E+00,+1.931859E+00,0
+1.948000E+00,+3.722990E+00,+2.415528E+00,0
+1.950500E+00,+4.093593E+00,+2.804975E+00,0
+1.953000E+00,+4.269472E+00,+2.955729E+00,0
+1.955500E+00,+3.503141E+00,+2.566281E+00,0
+1.958000E+00,+4.288317E+00,+2.333869E+00,0
+1.960500E+00,+3.094849E+00,+2.195678E+00,0
+1.963000E+00,+3.503141E+00,+2.899196E+00,0
+1.965500E+00,+3.622488E+00,+2.534874E+00,0
+1.968000E+00,+4.206658E+00,+3.056231E+00,0
+1.970500E+00,+3.942839E+00,+3.263517E+00,0
+1.973000E+00,+4.250628E+00,+2.848945E+00,0
+1.975500E+00,+4.332287E+00,+3.634121E+00,0
+1.978000E+00,+3.126256E+00,+4.061256E+00,0
+1.980500E+00,+3.082287E+00,+4.011005E+00,0
+1.983000E+00,+2.642588E+00,+4.161759E+00,0
+1.985500E+00,+1.643844E+00,+3.847688E+00,0
+1.988000E+00,+2.039573E+00,+3.137889E+00,0
+1.990500E+00,+2.410176E+00,+3.533618E+00,0
+1.993000E+00,+2.479271E+00,+3.904221E+00,0
+1.995500E+00,+2.912689E+00,+3.973316E+00,0
+1.998000E+00,+3.603643E+00,+3.734623E+00,0
+2.000500E+00,+3.421483E+00,+3.477085E+00,1
+2.003000E+00,+3.101131E+00,+3.445678E+00,1
+2.005500E+00,+3.251885E+00,+2.120301E+00,1
+2.008000E+00,+2.435302E+00,+1.649196E+00,1
+2.010500E+00,+2.416457E+00,+1.529849E+00,1
+2.013000E+00,+2.058417E+00,+1.730854E+00,1
+2.015500E+00,+3.113694E+00,+1.869045E+00,1
+2.018000E+00,+3.358668E+00,+2.296181E+00,1
+2.020500E+00,+3.892588E+00,+2.541156E+00,1
+2.023000E+00,+4.269472E+00,+2.754724E+00,1
+2.025500E+00,+4.457915E+00,+2.874070E+00,1
