
+1.700500E+00,+2.347362E+00,+2.132864E+00,1
+1.703000E+00,+2.699121E+00,+2.899196E+00,1
+1.705500E+00,+2.944096E+00,+3.477085E+00,1
+1.708000E+00,+2.962940E+00,+2.855226E+00,1
+1.710500E+00,+3.214196E+00,+3.608995E+00,1
+1.713000E+00,+3.465452E+00,+3.596432E+00,1
+1.715500E+00,+3.854900E+00,+3.941909E+00,1
+1.718000E+00,+3.446608E+00,+3.546181E+00,1
+1.720500E+00,+3.082287E+00,+4.205729E+00,1
+1.723000E+00,+3.446608E+00,+3.539899E+00,1
+1.725500E+00,+2.680276E+00,+3.477085E+00,1
+1.728000E+00,+2.598618E+00,+3.502211E+00,1
+1.730500E+00,+2.743091E+00,+4.004724E+00,1
+1.733000E+00,+2.114950E+00,+3.904221E+00,1
+1.735500E+00,+2.447864E+00,+3.772311E+00,1
+1.738000E+00,+2.196608E+00,+3.621558E+00,1
+1.740500E+00,+2.743091E+00,+3.483367E+00,1
+1.743000E+00,+2.315955E+00,+3.577588E+00,1
+1.745500E+00,+2.447864E+00,+3.433115E+00,1
+1.748000E+00,+2.962940E+00,+4.061256E+00,1
+1.750500E+00,+3.408920E+00,+3.671809E+00,1
+1.753000E+00,+3.722990E+00,+3.759749E+00,1
+1.755500E+00,+3.917714E+00,+3.772311E+00,1
+1.758000E+00,+3.886307E+00,+4.224573E+00,1
+1.760500E+00,+3.415201E+00,+3.407990E+00,1
+1.763000E+00,+4.432789E+00,+3.923065E+00,1
+1.765500E+00,+3.949121E+00,+3.634121E+00,1
+1.768000E+00,+4.369975E+00,+3.539899E+00,1
+1.770500E+00,+4.357412E+00,+2.798693E+00,1
+1.773000E+00,+4.326005E+00,+3.502211E+00,1
+1.775500E+00,+4.024498E+00,+2.132864E+00,1
+1.778000E+00,+3.364950E+00,+2.610251E+00,1
+1.780500E+00,+4.018216E+00,+2.390402E+00,1
+1.783000E+00,+3.283292E+00,+2.132864E+00,1
+1.785500E+00,+3.314699E+00,+2.239648E+00,1
+1.788000E+00,+3.848618E+00,+2.132864E+00,1
