1747075044.292,0.290323,0.283871,3.3,
1747075044.293,0.387097,0.241935,3.3,
1747075044.294,0.274194,0.274194,3.3,
1747075044.295,0.377419,0.277419,3.283871,
1747075044.296,0.241935,0.277419,3.3,
1747075044.297,0.293548,0.248387,3.3,
1747075044.298,0.335484,0.235484,3.3,
1747075044.299,0.374194,0.248387,3.290323,
1747075044.3,0.332258,0.229032,3.3,
1747075044.301,0.277419,0.245161,3.3,
1747075044.302,0.303226,0.264516,3.3,
1747075044.303,0.322581,0.219355,3.3,
1747075044.304,0.3,0.216129,3.3,
1747075044.305,0.248387,0.225806,3.3,
1747075044.306,0.225806,0.229032,3.3,
1747075044.307,0.312903,0.203226,3.3,
1747075044.308,0.3,0.203226,3.3,
1747075044.309,0.212903,0.212903,3.296774,
1747075044.31,0.225806,0.23871,3.3,
1747075044.311,0.245161,0.196774,3.3,
1747075044.312,0.187097,0.193548,3.3,
1747075044.313,0.193548,0.206452,3.3,
1747075044.314,0.212903,0.222581,3.3,
1747075044.315,0.2,0.206452,3.290323,
1747075044.316,0.216129,0.180645,3.3,
1747075044.317,0.196774,0.196774,3.3,
1747075044.318,0.190323,0.193548,3.3,
1747075044.32,0.193548,0.190323,3.3,
1747075044.321,0.2,0.174194,3.3,
1747075044.322,0.196774,0.190323,3.3,
1747075044.323,0.183871,0.196774,3.3,
1747075044.324,0.216129,0.203226,3.3,
1747075044.325,0.225806,0.203226,3.3,
1747075044.326,0.187097,0.2,3.3,
1747075044.327,0.180645,0.216129,3.3,
1747075044.328,0.229032,0.216129,3.3,
1747075044.329,0.2,0.187097,3.3,
1747075044.33,0.23871,0.229032,3.3,
1747075044.331,0.206452,0.193548,3.3,
1747075044.332,0.206452,0.2,3.3,
1747075044.333,0.216129,0.190323,3.277419,
1747075044.334,0.212903,0.212903,3.3,
1747075044.335,0.206452,0.206452,3.3,
1747075044.336,0.241935,0.287097,3.3,
1747075044.337,0.193548,0.258065,3.3,
1747075044.338,0.225806,0.209677,3.277419,
1747075044.339,0.248387,0.277419,3.3,
1747075044.34,0.245161,0.329032,3.3,
1747075044.341,0.283871,0.296774,3.3,
1747075044.342,0.264516,0.280645,3.3,
1747075044.343,0.3,0.241935,3.3,
1747075044.344,0.277419,0.251613,3.3,
1747075044.345,0.277419,0.267742,3.3,
1747075044.346,0.280645,0.283871,3.3,
1747075044.347,0.287097,0.33871,3.3,
1747075044.348,0.254839,0.319355,3.3,
1747075044.349,0.290323,0.283871,3.3,
1747075044.35,0.316129,0.309677,3.290323,
1747075044.351,0.293548,0.274194,3.3,
1747075044.352,0.319355,0.416129,3.3,
1747075044.353,,,3.3,
1747075044.354,0.306452,0.351613,3.3,
1747075044.355,0.325806,0.412903,3.264516,
1747075044.356,0.335484,0.393548,3.293548,
1747075044.357,0.33871,0.396774,3.3,
1747075044.358,0.316129,0.335484,3.290323,
1747075044.359,0.325806,0.345161,3.3,
1747075044.36,0.316129,0.316129,3.3,
1747075044.361,0.351613,0.412903,3.3,
1747075044.362,0.351613,0.412903,3.3,
1747075044.363,0.358065,0.429032,3.3,
1747075044.364,0.358065,0.432258,3.3,
1747075044.365,0.358065,0.409677,3.3,
1747075044.366,0.33871,0.348387,3.287097,
1747075044.367,0.367742,0.441935,3.3,
1747075044.368,0.370968,0.445161,3.3,
1747075044.369,0.374194,0.448387,3.296774,
1747075044.37,0.345161,0.412903,3.3,
1747075044.371,0.354839,0.358065,3.3,
1747075044.372,0.367742,0.429032,3.3,
1747075044.373,0.36129,0.445161,3.3,
1747075044.374,0.358065,0.422581,3.3,
1747075044.375,0.36129,0.448387,3.3,
1747075044.376,0.351613,0.458065,3.3,
1747075044.377,0.354839,0.458065,3.3,
1747075044.378,0.348387,0.425806,3.3,
1747075044.379,0.351613,0.435484,3.3,
1747075044.38,0.33871,0.441935,3.3,
1747075044.381,0.387097,0.390323,3.3,
1747075044.382,0.332258,0.425806,3.3,
1747075044.385,0.33871,0.435484,3.3,
1747075044.386,0.329032,0.43871,3.3,
1747075044.387,0.3,0.390323,3.3,
1747075044.388,0.322581,0.448387,3.3,
1747075044.389,0.312903,0.425806,3.3,
1747075044.39,0.316129,0.445161,3.3,
1747075044.391,0.306452,0.432258,3.277419,
1747075044.392,0.3,0.412903,0,
1747075044.393,0.293548,0.43871,0,
